iteration,objective_evaluations,current_length,best_length,candidate_length,delta,tabu_used,improved_best
146,5840,17730.833962490782,17730.833962490782,17730.833962490782,-293.29410667267524,False,True
147,5880,17736.413615173155,17730.833962490782,17736.413615173155,5.57965268237345,False,False
148,5920,17749.0195111538,17730.833962490782,17749.0195111538,12.605895980648128,False,False
149,5960,17762.5281518007,17730.833962490782,17762.5281518007,13.50864064689793,False,False
150,6000,17700.97513436969,17700.97513436969,17700.97513436969,-61.55301743100833,False,True
151,6040,17447.934593728613,17447.934593728613,17447.934593728613,-253.04054064107973,False,True
152,6080,17528.569749598697,17447.934593728613,17528.569749598697,80.63515587008379,False,False
153,6120,17436.064390995387,17436.064390995387,17436.064390995387,-92.50535860331026,False,True
154,6160,17309.661807900186,17309.661807900186,17309.661807900186,-126.40258309520286,False,True
155,6200,17367.647666744062,17309.661807900186,17367.647666744062,57.98585884387491,False,False
156,6240,17214.205291609418,17214.205291609418,17214.205291609418,-153.44237513464253,False,True
157,6280,17233.862341831595,17214.205291609418,17233.862341831595,19.657050222174945,False,False
158,6320,17187.01900514663,17187.01900514663,17187.01900514663,-46.84333668496414,False,True
159,6360,17275.33148913068,17187.01900514663,17275.33148913068,88.3124839840488,False,False
160,6400,16992.490021341124,16992.490021341124,16992.490021341124,-282.8414677895548,False,True
161,6440,16861.14708779941,16861.14708779941,16861.14708779941,-131.34293354171268,False,True
162,6480,16789.830412515606,16789.830412515606,16789.830412515606,-71.3166752838048,False,True
163,6520,16726.300787078093,16726.300787078093,16726.300787078093,-63.52962543751369,False,True
164,6560,16729.76308051172,16726.300787078093,16729.76308051172,3.462293433627508,False,False
165,6600,16743.800480993053,16726.300787078093,16743.800480993053,14.037400481333293,False,False
166,6640,16641.684139747387,16641.684139747387,16641.684139747387,-102.11634124566558,True,True
167,6680,16466.917465836494,16466.917465836494,16466.917465836494,-174.76667391089273,False,True
168,6720,16268.137624598972,16268.137624598972,16268.137624598972,-198.77984123752123,False,True
169,6760,16253.396924737312,16253.396924737312,16253.396924737312,-14.740699861659834,False,True
170,6800,16225.845604435874,16225.845604435874,16225.845604435874,-27.55132030143858,False,True
171,6840,16053.235098104675,16053.235098104675,16053.235098104675,-172.61050633119925,False,True
172,6880,15825.192591135885,15825.192591135885,15825.192591135885,-228.04250696878947,False,True
173,6920,15602.65466232796,15602.65466232796,15602.65466232796,-222.53792880792494,False,True
174,6960,15609.126255667199,15602.65466232796,15609.126255667199,6.471593339239988,False,False
175,7000,15500.689455616402,15500.689455616402,15500.689455616402,-108.4368000507965,False,True
176,7040,15518.731806250975,15500.689455616402,15518.731806250975,18.042350634571648,False,False
177,7080,15488.976481931652,15488.976481931652,15488.976481931652,-29.755324319323904,True,True
178,7120,15496.830830358655,15488.976481931652,15496.830830358655,7.854348427002861,False,False
179,7160,15439.742823097497,15439.742823097497,15439.742823097497,-57.08800726115754,False,True
180,7200,15356.01749992466,15356.01749992466,15356.01749992466,-83.72532317283716,False,True
181,7240,15283.791207255448,15283.791207255448,15283.791207255448,-72.22629266921186,False,True
182,7280,15285.994738476573,15283.791207255448,15285.994738476573,2.203531221124564,False,False
183,7320,15199.993477581867,15199.993477581867,15199.993477581867,-86.00126089470504,False,True
184,7360,15196.148295370112,15196.148295370112,15196.148295370112,-3.845182211755173,False,True
185,7400,15185.000141913522,15185.000141913522,15185.000141913522,-11.14815345658971,False,True
186,7440,15039.207803795525,15039.207803795525,15039.207803795525,-145.7923381179979,False,True
187,7480,15133.84156643799,15039.207803795525,15133.84156643799,94.63376264246381,False,False
188,7520,15129.760571101277,15039.207803795525,15129.760571101277,-4.080995336713556,False,False
189,7560,15124.744332356659,15039.207803795525,15124.744332356659,-5.016238744618221,False,False
190,7600,15248.677105929368,15039.207803795525,15248.677105929368,123.93277357270944,False,False
191,7640,15285.629141372001,15039.207803795525,15285.629141372001,36.95203544263301,False,False
192,7680,15297.752976209711,15039.207803795525,15297.752976209711,12.123834837710035,False,False
193,7720,15296.036970658826,15039.207803795525,15296.036970658826,-1.716005550885427,False,False
194,7760,15112.174947841557,15039.207803795525,15112.174947841557,-183.8620228172698,False,False
195,7800,15106.4612163607,15039.207803795525,15106.4612163607,-5.713731480857575,False,False
196,7840,15102.554332883035,15039.207803795525,15102.554332883035,-3.9068834776638397,False,False
197,7880,14975.764406841672,14975.764406841672,14975.764406841672,-126.78992604136285,False,True
198,7920,14937.425704965712,14937.425704965712,14937.425704965712,-38.33870187596071,False,True
199,7960,14873.61695567319,14873.61695567319,14873.61695567319,-63.808749292521725,False,True
200,8000,14782.528915453484,14782.528915453484,14782.528915453484,-91.08804021970619,False,True
201,8040,14793.386654580507,14782.528915453484,14793.386654580507,10.857739127022299,False,False
202,8080,14790.90192879806,14782.528915453484,14790.90192879806,-2.4847257824449684,False,False
203,8120,14812.699566019774,14782.528915453484,14812.699566019774,21.79763722171225,False,False
204,8160,14611.261800367853,14611.261800367853,14611.261800367853,-201.43776565192007,False,True
205,8200,14573.18310427765,14573.18310427765,14573.18310427765,-38.078696090202556,False,True
206,8240,14445.118309338175,14445.118309338175,14445.118309338175,-128.06479493947575,False,True
207,8280,14339.999229607512,14339.999229607512,14339.999229607512,-105.11907973066246,False,True
208,8320,14489.435677635924,14339.999229607512,14489.435677635924,149.43644802841027,False,False
209,8360,14518.223425692324,14339.999229607512,14518.223425692324,28.787748056399366,False,False
210,8400,14446.845819106631,14339.999229607512,14446.845819106631,-71.37760658569317,False,False
211,8440,14488.43497655335,14339.999229607512,14488.43497655335,41.58915744671826,False,False
212,8480,14512.513447425381,14339.999229607512,14512.513447425381,24.07847087203099,False,False
213,8520,14499.232123678248,14339.999229607512,14499.232123678248,-13.281323747132674,False,False
214,8560,14425.36783162726,14339.999229607512,14425.36783162726,-73.86429205098784,False,False
215,8600,14364.329116921424,14339.999229607512,14364.329116921424,-61.03871470583475,False,False
216,8640,14327.377081478791,14327.377081478791,14327.377081478791,-36.952035442633004,False,True
217,8680,14309.057639826875,14309.057639826875,14309.057639826875,-18.319441651916947,False,True
218,8720,14305.858770141274,14305.858770141274,14305.858770141274,-3.1988696856010677,False,True
219,8760,14311.572501622131,14305.858770141274,14311.572501622131,5.713731480857575,False,False
220,8800,14291.508015991854,14291.508015991854,14291.508015991854,-20.064485630277787,False,True
221,8840,14275.126902826174,14275.126902826174,14275.126902826174,-16.38111316567941,False,True
222,8880,14253.303161026188,14253.303161026188,14253.303161026188,-21.823741799985953,False,True
223,8920,14218.469256869554,14218.469256869554,14218.469256869554,-34.83390415663416,True,True
224,8960,14253.094075577368,14218.469256869554,14253.094075577368,34.62481870781508,False,False
225,9000,14192.262283371396,14192.262283371396,14192.262283371396,-60.83179220597296,False,True
226,9040,14324.831811328178,14192.262283371396,14324.831811328178,132.5695279567826,False,False
227,9080,14345.063296271044,14192.262283371396,14345.063296271044,20.231484942865848,False,False
228,9120,14195.378318069685,14192.262283371396,14195.378318069685,-149.6849782013598,False,False
229,9160,14354.321026808295,14192.262283371396,14354.321026808295,158.94270873860964,False,False
230,9200,14293.319973316216,14192.262283371396,14293.319973316216,-61.00105349207854,False,False
231,9240,14268.123633531963,14192.262283371396,14268.123633531963,-25.19633978425449,False,False
232,9280,14122.672169486656,14122.672169486656,14122.672169486656,-145.45146404530783,False,True
233,9320,14166.41934108702,14122.672169486656,14166.41934108702,43.74717160036349,False,False
234,9360,14180.826518669312,14122.672169486656,14180.826518669312,14.407177582291581,False,False
235,9400,14386.53492136652,14122.672169486656,14386.53492136652,205.70840269720787,False,False
236,9440,14303.137534958465,14122.672169486656,14303.137534958465,-83.39738640805405,False,False
237,9480,14269.637735653358,14122.672169486656,14269.637735653358,-33.499799305106706,False,False
238,9520,14095.60296292162,14095.60296292162,14095.60296292162,-174.03477273173914,False,True
239,9560,14115.412917279164,14095.60296292162,14115.412917279164,19.80995435754511,False,False
240,9600,14243.764335661364,14095.60296292162,14243.764335661364,128.3514183822,False,False
241,9640,14267.931103326964,14095.60296292162,14267.931103326964,24.16676766559911,False,False
242,9680,14317.020076306098,14095.60296292162,14317.020076306098,49.088972979134525,False,False
243,9720,14160.808485781823,14095.60296292162,14160.808485781823,-156.21159052427546,False,False
244,9760,14145.102790377645,14095.60296292162,14145.102790377645,-15.70569540417867,False,False
245,9800,14198.128744032043,14095.60296292162,14198.128744032043,53.025953654397526,False,False
246,9840,13897.588721326383,13897.588721326383,13897.588721326383,-300.5400227056596,False,True
247,9880,13855.293822042233,13855.293822042233,13855.293822042233,-42.29489928415086,True,True
248,9920,13833.41672391816,13833.41672391816,13833.41672391816,-21.877098124072035,False,True
249,9960,13804.518350857823,13804.518350857823,13804.518350857823,-28.8983730603383,False,True
250,10000,13839.867734875617,13804.518350857823,13839.867734875617,35.34938401779422,False,False
251,10040,13858.666798055649,13804.518350857823,13858.666798055649,18.799063180031908,False,False
252,10080,14016.719759106141,13804.518350857823,14016.719759106141,158.05296105049337,False,False
253,10120,13982.130329961688,13804.518350857823,13982.130329961688,-34.58942914445298,False,False
254,10160,14242.571194823255,13804.518350857823,14242.571194823255,260.4408648615669,False,False
255,10200,14067.558154317661,13804.518350857823,14067.558154317661,-175.0130405055926,False,False
256,10240,14102.812285358768,13804.518350857823,14102.812285358768,35.25413104110777,False,False
257,10280,14149.412080020633,13804.518350857823,14149.412080020633,46.59979466186361,False,False
258,10320,14156.233950007207,13804.518350857823,14156.233950007207,6.821869986573859,False,False
259,10360,14245.336261421598,13804.518350857823,14245.336261421598,89.10231141439118,False,False
260,10400,14174.02614850664,13804.518350857823,14174.02614850664,-71.31011291495784,False,False
261,10440,14176.680164843727,13804.518350857823,14176.680164843727,2.6540163370857073,False,False
262,10480,14309.244542599969,13804.518350857823,14309.244542599969,132.5643777562414,False,False
263,10520,14322.72878281301,13804.518350857823,14322.72878281301,13.484240213040778,False,False
264,10560,14220.005547309367,13804.518350857823,14220.005547309367,-102.72323550364231,False,False
265,10600,14213.13556098271,13804.518350857823,14213.13556098271,-6.869986326657795,False,False
266,10640,14227.743954883046,13804.518350857823,14227.743954883046,14.608393900336246,False,False
267,10680,14218.628169415597,13804.518350857823,14218.628169415597,-9.115785467448944,False,False
268,10720,14356.426261033055,13804.518350857823,14356.426261033055,137.7980916174581,False,False
269,10760,14237.896184644282,13804.518350857823,14237.896184644282,-118.53007638877355,False,False
270,10800,14432.175861951082,13804.518350857823,14432.175861951082,194.27967730679953,False,False
271,10840,14472.12980062591,13804.518350857823,14472.12980062591,39.95393867482766,False,False
272,10880,14533.380318588072,13804.518350857823,14533.380318588072,61.25051796216181,False,False
273,10920,14533.01961678051,13804.518350857823,14533.01961678051,-0.3607018075625916,False,False
274,10960,14492.535217407838,13804.518350857823,14492.535217407838,-40.48439937267182,False,False
275,11000,14617.011626462685,13804.518350857823,14617.011626462685,124.47640905484673,False,False
276,11040,14581.474947551269,13804.518350857823,14581.474947551269,-35.536678911416686,False,False
277,11080,14528.215294747171,13804.518350857823,14528.215294747171,-53.259652804096845,False,False
278,11120,14680.636362036868,13804.518350857823,14680.636362036868,152.42106728969785,False,False
279,11160,14580.578463463393,13804.518350857823,14580.578463463393,-100.05789857347597,False,False
280,11200,14559.602107848199,13804.518350857823,14559.602107848199,-20.976355615194002,False,False
281,11240,14542.48234614654,13804.518350857823,14542.48234614654,-17.119761701659115,False,False
282,11280,14456.593356199723,13804.518350857823,14456.593356199723,-85.88898994681693,False,False
283,11320,14463.494367517811,13804.518350857823,14463.494367517811,6.901011318087967,False,False
284,11360,14387.37033108111,13804.518350857823,14387.37033108111,-76.12403643670078,False,False
285,11400,14386.501333146027,13804.518350857823,14386.501333146027,-0.868997935083982,False,False
286,11440,14326.241512009812,13804.518350857823,14326.241512009812,-60.25982113621376,False,False
287,11480,14296.141030941375,13804.518350857823,14296.141030941375,-30.100481068437006,False,False
288,11520,14294.8908180892,13804.518350857823,14294.8908180892,-1.2502128521762188,False,False
289,11560,14214.674468735455,13804.518350857823,14214.674468735455,-80.21634935374385,False,False
290,11600,14214.674468735455,13804.518350857823,14214.674468735455,0.0,False,False
291,11640,14248.338091332826,13804.518350857823,14248.338091332826,33.663622597369965,False,False
292,11680,14275.265210774183,13804.518350857823,14275.265210774183,26.92711944135729,False,False
293,11720,14289.94342100649,13804.518350857823,14289.94342100649,14.678210232307393,False,False
294,11760,14104.001234443575,13804.518350857823,14104.001234443575,-185.94218656291474,False,False
295,11800,14148.890843703726,13804.518350857823,14148.890843703726,44.889609260151076,False,False
296,11840,14339.176527433157,13804.518350857823,14339.176527433157,190.2856837294305,False,False
297,11880,14316.582335077308,13804.518350857823,14316.582335077308,-22.594192355850083,False,False
298,11920,14347.517833551557,13804.518350857823,14347.517833551557,30.93549847424932,False,False
299,11960,14283.336472120971,13804.518350857823,14283.336472120971,-64.18136143058604,False,False
300,12000,14315.17807392877,13804.518350857823,14315.17807392877,31.841601807798895,False,False
301,12040,14317.982294258934,13804.518350857823,14317.982294258934,2.8042203301642417,False,False
302,12080,14292.295314276524,13804.518350857823,14292.295314276524,-25.686979982410733,False,False
303,12120,14265.522875475823,13804.518350857823,14265.522875475823,-26.77243880070131,False,False
304,12160,14419.221020950417,13804.518350857823,14419.221020950417,153.69814547459458,False,False
305,12200,14426.176627774848,13804.518350857823,14426.176627774848,6.955606824430959,False,False
306,12240,14437.360000822953,13804.518350857823,14437.360000822953,11.183373048104553,False,False
307,12280,14347.197012953467,13804.518350857823,14347.197012953467,-90.16298786948505,False,False
308,12320,14401.98087262087,13804.518350857823,14401.98087262087,54.783859667402616,False,False
309,12360,14418.144934477541,13804.518350857823,14418.144934477541,16.164061856670713,False,False
310,12400,14346.311703867732,13804.518350857823,14346.311703867732,-71.8332306098095,False,False
311,12440,14364.35851411982,13804.518350857823,14364.35851411982,18.046810252089017,False,False
312,12480,14356.399104920492,13804.518350857823,14356.399104920492,-7.959409199326743,False,False
313,12520,14290.314129280518,13804.518350857823,14290.314129280518,-66.08497563997403,False,False
314,12560,14278.242113219898,13804.518350857823,14278.242113219898,-12.072016060619234,False,False
315,12600,14196.801941086296,13804.518350857823,14196.801941086296,-81.44017213360118,False,False
316,12640,14150.202146424432,13804.518350857823,14150.202146424432,-46.599794661863626,False,False
317,12680,14146.957427081012,13804.518350857823,14146.957427081012,-3.2447193434200585,False,False
318,12720,14209.273740953953,13804.518350857823,14209.273740953953,62.31631387294233,False,False
319,12760,14226.132954961815,13804.518350857823,14226.132954961815,16.859214007861524,False,False
320,12800,14246.509861164972,13804.518350857823,14246.509861164972,20.37690620315638,False,False
321,12840,14299.342233144263,13804.518350857823,14299.342233144263,52.832371979292304,False,False
322,12880,14298.407801554873,13804.518350857823,14298.407801554873,-0.9344315893908828,False,False
323,12920,14198.184148212978,13804.518350857823,14198.184148212978,-100.22365334189439,False,False
324,12960,14194.106118687532,13804.518350857823,14194.106118687532,-4.078029525446425,False,False
325,13000,14278.868461787475,13804.518350857823,14278.868461787475,84.76234309994331,False,False
326,13040,14389.334264502915,13804.518350857823,14389.334264502915,110.46580271543962,False,False
327,13080,14454.183901116405,13804.518350857823,14454.183901116405,64.84963661348958,False,False
328,13120,14357.121211081105,13804.518350857823,14357.121211081105,-97.06269003530028,False,False
329,13160,14118.228647099475,13804.518350857823,14118.228647099475,-238.89256398162942,False,False
330,13200,14213.957341294308,13804.518350857823,14213.957341294308,95.72869419483288,False,False
331,13240,14246.932401442107,13804.518350857823,14246.932401442107,32.97506014779873,False,False
332,13280,14213.45340250313,13804.518350857823,14213.45340250313,-33.47899893897744,False,False
333,13320,14218.267935257787,13804.518350857823,14218.267935257787,4.814532754656447,False,False
334,13360,14215.544407106301,13804.518350857823,14215.544407106301,-2.723528151485084,False,False
