iteration,objective_evaluations,current_length,best_length,candidate_length,delta,temperature,accepted,accepted_worse
5361,5361,23017.126135603143,23005.86273043308,24563.715227153407,1546.5890915502634,68.51721691865767,False,False
5362,5362,23017.126135603143,23005.86273043308,23383.416829560258,366.29069395711565,68.48295831019834,False,False
5363,5363,23017.126135603143,23005.86273043308,24547.18685890041,1530.06072329727,68.44871683104324,False,False
5364,5364,23017.126135603143,23005.86273043308,23727.175126972903,710.0489913697589,68.41449247262774,False,False
5365,5365,23017.126135603143,23005.86273043308,23630.614997615823,613.488862012679,68.38028522639142,False,False
5366,5366,23017.126135603143,23005.86273043308,24309.948924308588,1292.8227887054438,68.34609508377822,False,False
5367,5367,23017.126135603143,23005.86273043308,23705.777503679394,688.6513680762517,68.31192203623634,False,False
5368,5368,22980.52905412137,22980.52905412137,22980.52905412137,-36.59708148177336,68.27776607521822,True,False
5369,5369,22980.52905412137,22980.52905412137,23669.90553686322,689.3764827418528,68.24362719218063,False,False
5370,5370,22943.24051775661,22943.24051775661,22943.24051775661,-37.28853636475938,68.20950537858454,True,False
5371,5371,22943.24051775661,22943.24051775661,22987.779600221587,44.539082464977355,68.17540062589525,False,False
5372,5372,22895.73784817158,22895.73784817158,22895.73784817158,-47.50266958503312,68.1413129255823,True,False
5373,5373,22895.73784817158,22895.73784817158,23260.59762807595,364.859779904372,68.10724226911951,False,False
5374,5374,22895.73784817158,22895.73784817158,23804.208537550843,908.470689379266,68.07318864798496,False,False
5375,5375,22895.73784817158,22895.73784817158,23202.605268979118,306.86742080754055,68.03915205366097,False,False
5376,5376,22895.73784817158,22895.73784817158,24026.585157654077,1130.8473094825,68.00513247763415,False,False
5377,5377,22895.73784817158,22895.73784817158,24198.830551547133,1303.092703375554,67.97112991139532,False,False
5378,5378,22895.73784817158,22895.73784817158,24150.122028045753,1254.3841798741757,67.93714434643964,False,False
5379,5379,22530.59814118983,22530.59814118983,22530.59814118983,-365.13970698175183,67.90317577426643,True,False
5380,5380,22530.59814118983,22530.59814118983,23786.618472659335,1256.0203314695073,67.8692241863793,False,False
5381,5381,22677.702113040643,22530.59814118983,22677.702113040643,147.10397185081325,67.83528957428611,True,True
5382,5382,22677.702113040643,22530.59814118983,23553.762557093472,876.0604440528285,67.80137192949897,False,False
5383,5383,22677.702113040643,22530.59814118983,23576.766628450776,899.0645154101322,67.76747124353422,False,False
5384,5384,22677.702113040643,22530.59814118983,24007.588427779025,1329.8863147383822,67.73358750791246,False,False
5385,5385,22677.702113040643,22530.59814118983,22886.861712656235,209.15959961559025,67.6997207141585,False,False
5386,5386,22677.702113040643,22530.59814118983,22794.222826143046,116.52071310240295,67.66587085380144,False,False
5387,5387,22677.702113040643,22530.59814118983,23498.696238385448,820.994125344806,67.63203791837454,False,False
5388,5388,22677.702113040643,22530.59814118983,23991.634440920505,1313.932327879863,67.59822189941535,False,False
5389,5389,22677.702113040643,22530.59814118983,23512.210116955288,834.5080039146462,67.56442278846563,False,False
5390,5390,22677.702113040643,22530.59814118983,23603.84497092095,926.1428578803076,67.53064057707142,False,False
5391,5391,22677.702113040643,22530.59814118983,23248.438431908144,570.7363188675017,67.49687525678289,False,False
5392,5392,22677.702113040643,22530.59814118983,23935.984138996573,1258.2820259559298,67.4631268191545,False,False
5393,5393,22677.702113040643,22530.59814118983,23555.22182509043,877.5197120497877,67.42939525574492,False,False
5394,5394,22677.702113040643,22530.59814118983,23170.77961416727,493.0775011266279,67.39568055811705,False,False
5395,5395,22677.702113040643,22530.59814118983,23514.440187873635,836.7380748329937,67.361982717838,False,False
5396,5396,22677.702113040643,22530.59814118983,23905.640871956486,1227.938758915845,67.32830172647908,False,False
5397,5397,22555.220610571305,22530.59814118983,22555.220610571305,-122.48150246933801,67.29463757561585,True,False
5398,5398,22555.220610571305,22530.59814118983,23100.256847710083,545.0362371387796,67.26099025682804,False,False
5399,5399,22555.220610571305,22530.59814118983,23363.92937507644,808.7087645051352,67.22735976169963,False,False
5400,5400,22555.220610571305,22530.59814118983,23847.956043491617,1292.7354329203106,67.19374608181879,False,False
5401,5401,22555.220610571305,22530.59814118983,22673.459133779757,118.23852320845116,67.16014920877788,False,False
5402,5402,22555.220610571305,22530.59814118983,23301.42490793076,746.2042973594537,67.12656913417351,False,False
5403,5403,22555.220610571305,22530.59814118983,23006.043783218738,450.8231726474328,67.09300584960641,False,False
5404,5404,22555.220610571305,22530.59814118983,23644.101755304317,1088.8811447330113,67.05945934668162,False,False
5405,5405,22555.220610571305,22530.59814118983,23167.39167290952,612.1710623382185,67.02592961700827,False,False
5406,5406,22555.220610571305,22530.59814118983,22833.198246683627,277.97763611232153,66.99241665219978,False,False
5407,5407,22555.220610571305,22530.59814118983,23161.109890201173,605.8892796298679,66.95892044387368,False,False
5408,5408,22555.220610571305,22530.59814118983,23380.906263606226,825.68565303492,66.92544098365174,False,False
5409,5409,22555.220610571305,22530.59814118983,23735.97035541861,1180.7497448473057,66.89197826315993,False,False
5410,5410,22555.220610571305,22530.59814118983,22879.12123237721,323.9006218059028,66.85853227402835,False,False
5411,5411,22555.220610571305,22530.59814118983,23981.14759850878,1425.9269879374754,66.82510300789134,False,False
5412,5412,22555.220610571305,22530.59814118983,23592.08612421543,1036.8655136441262,66.7916904563874,False,False
5413,5413,22555.220610571305,22530.59814118983,23082.557630524687,527.3370199533829,66.7582946111592,False,False
5414,5414,22555.220610571305,22530.59814118983,22925.559050878794,370.33844030748696,66.72491546385363,False,False
5415,5415,22555.220610571305,22530.59814118983,23562.951678493653,1007.7310679223475,66.6915530061217,False,False
5416,5416,22555.220610571305,22530.59814118983,23757.04225292751,1201.8216423562053,66.65820722961865,False,False
5417,5417,22555.220610571305,22530.59814118983,23520.025980357517,964.805369786214,66.62487812600385,False,False
5418,5418,22482.15693500664,22482.15693500664,22482.15693500664,-73.06367556466779,66.59156568694084,True,False
5419,5419,22482.15693500664,22482.15693500664,23365.717270204823,883.5603351981861,66.55826990409739,False,False
5420,5420,22482.15693500664,22482.15693500664,23323.49659258606,841.3396575794195,66.52499076914533,False,False
5421,5421,22482.15693500664,22482.15693500664,22750.38029022601,268.22335521937214,66.49172827376077,False,False
5422,5422,22482.15693500664,22482.15693500664,23769.37791616157,1287.2209811549321,66.45848240962388,False,False
5423,5423,22482.15693500664,22482.15693500664,23414.776070798896,932.6191357922585,66.42525316841908,False,False
5424,5424,22482.15693500664,22482.15693500664,23376.811155297604,894.6542202909674,66.39204054183487,False,False
5425,5425,22482.15693500664,22482.15693500664,22528.241771806417,46.08483679977732,66.35884452156395,False,False
5426,5426,22482.15693500664,22482.15693500664,23576.659893028325,1094.5029580216867,66.32566509930318,False,False
5427,5427,22482.15693500664,22482.15693500664,23742.158508112185,1260.0015731055478,66.29250226675354,False,False
5428,5428,22108.781221934278,22108.781221934278,22108.781221934278,-373.3757130723591,66.25935601562017,True,False
5429,5429,22108.781221934278,22108.781221934278,22788.235941884697,679.4547199504199,66.22622633761236,False,False
5430,5430,22108.781221934278,22108.781221934278,22859.64069837801,750.8594764437328,66.19311322444355,False,False
5431,5431,22108.781221934278,22108.781221934278,23924.645553859737,1815.8643319254575,66.16001666783133,False,False
5432,5432,22108.781221934278,22108.781221934278,22304.85935894424,196.078137009961,66.12693665949743,False,False
5433,5433,22108.781221934278,22108.781221934278,22635.16805748521,526.3868355509346,66.09387319116767,False,False
5434,5434,22108.781221934278,22108.781221934278,23152.291635569974,1043.5104136356972,66.0608262545721,False,False
5435,5435,22108.781221934278,22108.781221934278,22711.545601644968,602.7643797106886,66.02779584144481,False,False
5436,5436,22108.781221934278,22108.781221934278,22633.800633784587,525.0194118503097,65.99478194352409,False,False
5437,5437,22108.781221934278,22108.781221934278,23233.994126970934,1125.2129050366582,65.96178455255233,False,False
5438,5438,22108.781221934278,22108.781221934278,22205.662540416866,96.88131848258888,65.92880366027606,False,False
5439,5439,21935.74880838618,21935.74880838618,21935.74880838618,-173.03241354809876,65.89583925844593,True,False
5440,5440,21935.74880838618,21935.74880838618,23168.332389528598,1232.5835811424172,65.86289133881671,False,False
5441,5441,21935.74880838618,21935.74880838618,22616.37544090016,680.6266325139792,65.8299598931473,False,False
5442,5442,21935.74880838618,21935.74880838618,23356.00887966736,1420.2600712811811,65.79704491320074,False,False
5443,5443,21935.74880838618,21935.74880838618,22907.580813409902,971.8320050237223,65.76414639074414,False,False
5444,5444,21935.74880838618,21935.74880838618,22378.04011354693,442.2913051607512,65.73126431754878,False,False
5445,5445,21935.74880838618,21935.74880838618,23141.152069866825,1205.4032614806463,65.69839868539,False,False
5446,5446,21935.74880838618,21935.74880838618,22471.043357461393,535.2945490752131,65.6655494860473,False,False
5447,5447,21935.74880838618,21935.74880838618,23035.633458986777,1099.8846506005968,65.63271671130428,False,False
5448,5448,21935.74880838618,21935.74880838618,22047.917699495672,112.16889110949313,65.59990035294865,False,False
5449,5449,21935.74880838618,21935.74880838618,22083.075355745248,147.32654735906908,65.56710040277217,False,False
5450,5450,21935.74880838618,21935.74880838618,22621.638719430328,685.8899110441495,65.53431685257078,False,False
5451,5451,21935.74880838618,21935.74880838618,22214.1050853703,278.3562769841188,65.5015496941445,False,False
5452,5452,21935.74880838618,21935.74880838618,23029.54004565371,1093.7912372675296,65.46879891929744,False,False
5453,5453,21935.74880838618,21935.74880838618,22017.790715092222,82.04190670604416,65.43606451983779,False,False
5454,5454,21935.74880838618,21935.74880838618,22562.080686938367,626.3318785521885,65.40334648757788,False,False
5455,5455,21935.74880838618,21935.74880838618,22822.63026980362,886.8814614174398,65.37064481433409,False,False
5456,5456,21935.74880838618,21935.74880838618,22862.206108690392,926.4573003042126,65.33795949192692,False,False
5457,5457,21935.74880838618,21935.74880838618,21995.895328107013,60.14651972083473,65.30529051218096,False,False
5458,5458,21935.74880838618,21935.74880838618,22462.296138945396,526.5473305592157,65.27263786692487,False,False
5459,5459,21935.74880838618,21935.74880838618,22846.00774199293,910.2589336067515,65.24000154799143,False,False
5460,5460,21935.74880838618,21935.74880838618,22317.49816234743,381.7493539612519,65.20738154721744,False,False
5461,5461,21935.74880838618,21935.74880838618,22788.283995701644,852.5351873154641,65.17477785644382,False,False
5462,5462,21935.74880838618,21935.74880838618,22873.37526081842,937.6264524322384,65.14219046751562,False,False
5463,5463,21935.74880838618,21935.74880838618,22294.860198357568,359.1113899713906,65.10961937228186,False,False
5464,5464,21935.74880838618,21935.74880838618,22962.89523361687,1027.1464252306894,65.07706456259571,False,False
5465,5465,21935.74880838618,21935.74880838618,23720.17345205947,1784.4246436732915,65.04452603031443,False,False
5466,5466,21935.74880838618,21935.74880838618,22203.71867577321,267.9698673870283,65.01200376729926,False,False
5467,5467,21935.74880838618,21935.74880838618,23114.452575834704,1178.703767448524,64.97949776541562,False,False
5468,5468,21935.74880838618,21935.74880838618,24080.9540449567,2145.205236570522,64.94700801653292,False,False
5469,5469,21935.74880838618,21935.74880838618,23272.027603974508,1336.2787955883284,64.91453451252465,False,False
5470,5470,21935.74880838618,21935.74880838618,22074.68707727282,138.93826888664427,64.8820772452684,False,False
5471,5471,21935.74880838618,21935.74880838618,22012.85916614234,77.11035775616185,64.84963620664576,False,False
5472,5472,21935.74880838618,21935.74880838618,23401.85248729724,1466.1036789110613,64.81721138854245,False,False
5473,5473,21935.74880838618,21935.74880838618,21975.632457391643,39.88364900546202,64.78480278284817,False,False
5474,5474,21935.74880838618,21935.74880838618,23049.369968974926,1113.621160588746,64.75241038145676,False,False
5475,5475,21935.74880838618,21935.74880838618,22513.305575207476,577.556766821298,64.72003417626603,False,False
5476,5476,21935.74880838618,21935.74880838618,22454.346418970286,518.5976105841062,64.6876741591779,False,False
5477,5477,21935.74880838618,21935.74880838618,22847.69675821273,911.9479498265493,64.65533032209832,False,False
5478,5478,21935.74880838618,21935.74880838618,23575.97490039102,1640.2260920048411,64.62300265693727,False,False
5479,5479,21935.74880838618,21935.74880838618,22718.41348856063,782.664680174449,64.59069115560881,False,False
5480,5480,21935.74880838618,21935.74880838618,22584.626728766245,648.877920380066,64.558395810031,False,False
5481,5481,21935.74880838618,21935.74880838618,23083.592314585625,1147.8435061994462,64.526116612126,False,False
5482,5482,21935.74880838618,21935.74880838618,22744.906940375422,809.1581319892413,64.49385355381993,False,False
5483,5483,21935.74880838618,21935.74880838618,22665.621024400793,729.8722160146124,64.46160662704304,False,False
5484,5484,21935.74880838618,21935.74880838618,22970.29661540065,1034.547807014472,64.42937582372952,False,False
5485,5485,21935.74880838618,21935.74880838618,23431.920392421427,1496.1715840352465,64.39716113581764,False,False
5486,5486,21935.74880838618,21935.74880838618,23187.15329780555,1251.404489419371,64.36496255524975,False,False
5487,5487,21935.74880838618,21935.74880838618,23410.272721942765,1474.5239135565866,64.33278007397213,False,False
5488,5488,21935.74880838618,21935.74880838618,22731.396281318557,795.6474729323793,64.30061368393514,False,False
5489,5489,21935.74880838618,21935.74880838618,23022.070764608317,1086.3219562221366,64.26846337709317,False,False
5490,5490,21935.74880838618,21935.74880838618,23428.83644779881,1493.0876394126333,64.23632914540462,False,False
5491,5491,21935.74880838618,21935.74880838618,22602.208139414324,666.4593310281441,64.20421098083193,False,False
5492,5492,21935.74880838618,21935.74880838618,22836.384143920997,900.6353355348174,64.17210887534152,False,False
5493,5493,21935.74880838618,21935.74880838618,22047.526185036204,111.77737665002394,64.14002282090385,False,False
5494,5494,21935.74880838618,21935.74880838618,23836.565372728954,1900.8165643427747,64.1079528094934,False,False
5495,5495,21935.74880838618,21935.74880838618,22471.043357461393,535.2945490752131,64.07589883308866,False,False
5496,5496,21935.74880838618,21935.74880838618,22967.77860877757,1032.0298003913933,64.04386088367211,False,False
5497,5497,21935.74880838618,21935.74880838618,22193.044179791777,257.2953714055996,64.01183895323028,False,False
5498,5498,21935.74880838618,21935.74880838618,23180.11884537953,1244.37003699335,63.97983303375368,False,False
5499,5499,21935.74880838618,21935.74880838618,22081.285264535272,145.53645614909203,63.94784311723681,False,False
5500,5500,21935.74880838618,21935.74880838618,23438.991416718458,1503.2426083322798,63.915869195678184,False,False
5501,5501,21935.74880838618,21935.74880838618,22659.557848665616,723.8090402794364,63.88391126108036,False,False
5502,5502,21935.74880838618,21935.74880838618,22590.999134231773,655.2503258455943,63.85196930544981,False,False
5503,5503,21935.74880838618,21935.74880838618,22229.088029635124,293.33922124894593,63.82004332079709,False,False
5504,5504,21935.74880838618,21935.74880838618,23496.23424698536,1560.485438599181,63.788133299136696,False,False
5505,5505,21935.74880838618,21935.74880838618,22855.319840985812,919.571032599633,63.75623923248713,False,False
5506,5506,21935.74880838618,21935.74880838618,22702.793765825525,767.0449574393457,63.7243611128709,False,False
5507,5507,21935.74880838618,21935.74880838618,22432.535896702917,496.7870883167378,63.692498932314464,False,False
5508,5508,21935.74880838618,21935.74880838618,22762.367622711754,826.6188143255758,63.6606526828483,False,False
5509,5509,21935.74880838618,21935.74880838618,22790.655782504306,854.9069741181264,63.628822356506895,False,False
5510,5510,22022.15870493203,21935.74880838618,22022.15870493203,86.4098965458492,63.597007945328635,True,True
5511,5511,22022.15870493203,21935.74880838618,22552.68167227891,530.5229673468807,63.565209441355975,False,False
5512,5512,22022.15870493203,21935.74880838618,23194.446991890203,1172.2882869581729,63.53342683663531,False,False
5513,5513,22022.15870493203,21935.74880838618,23065.04993688166,1042.891231949632,63.50166012321699,False,False
5514,5514,22022.15870493203,21935.74880838618,22802.598612688125,780.4399077560968,63.46990929315538,False,False
5515,5515,22022.15870493203,21935.74880838618,23087.98335086681,1065.8246459347783,63.4381743385088,False,False
5516,5516,22022.15870493203,21935.74880838618,23616.572469601684,1594.4137646696558,63.40645525133956,False,False
5517,5517,22022.15870493203,21935.74880838618,22804.336711085656,782.1780061536258,63.374752023713896,False,False
5518,5518,22022.15870493203,21935.74880838618,22308.551676389547,286.3929714575167,63.343064647702036,False,False
5519,5519,22022.15870493203,21935.74880838618,22947.73136787553,925.5726629435001,63.31139311537819,False,False
5520,5520,22022.15870493203,21935.74880838618,22570.66667200524,548.5079670732136,63.27973741882051,False,False
5521,5521,22022.15870493203,21935.74880838618,23175.32970423588,1153.170999303849,63.2480975501111,False,False
5522,5522,22022.15870493203,21935.74880838618,22464.306162144698,442.1474572126666,63.216473501336054,False,False
5523,5523,22022.15870493203,21935.74880838618,23602.935151577803,1580.7764466457756,63.18486526458539,False,False
5524,5524,22022.15870493203,21935.74880838618,22717.360663325697,695.2019583936677,63.1532728319531,False,False
5525,5525,22022.15870493203,21935.74880838618,22345.289004967886,323.1303000358584,63.12169619553712,False,False
5526,5526,22022.15870493203,21935.74880838618,22345.54675765373,323.38805272170083,63.09013534743936,False,False
5527,5527,22022.15870493203,21935.74880838618,24222.799642205282,2200.640937273252,63.05859027976564,False,False
5528,5528,22022.15870493203,21935.74880838618,22435.090179517058,412.9314745850271,63.02706098462576,False,False
5529,5529,22022.15870493203,21935.74880838618,22322.403995134733,300.24529020270506,62.99554745413345,False,False
5530,5530,22022.15870493203,21935.74880838618,23193.65290486488,1171.4941999328528,62.96404968040639,False,False
5531,5531,22022.15870493203,21935.74880838618,23164.802321191823,1142.6436162597931,62.932567655566196,False,False
5532,5532,22022.15870493203,21935.74880838618,22483.315829331757,461.15712439972845,62.901101371738406,False,False
5533,5533,22022.15870493203,21935.74880838618,22853.083795050068,830.9250901180372,62.869650821052545,False,False
5534,5534,22022.15870493203,21935.74880838618,22160.799335137257,138.64063020522633,62.83821599564202,False,False
5535,5535,22022.15870493203,21935.74880838618,23433.61066310412,1411.4519581720874,62.806796887644204,False,False
5536,5536,22022.15870493203,21935.74880838618,22605.17099668544,583.0122917534095,62.77539348920039,False,False
5537,5537,22022.15870493203,21935.74880838618,22934.765514695475,912.6068097634449,62.74400579245579,False,False
5538,5538,22022.15870493203,21935.74880838618,23307.528982776104,1285.3702778440756,62.71263378955956,False,False
5539,5539,22022.15870493203,21935.74880838618,22813.377168856743,791.2184639247153,62.68127747266479,False,False
5540,5540,22022.15870493203,21935.74880838618,23566.33491896292,1544.1762140308908,62.64993683392846,False,False
5541,5541,22022.15870493203,21935.74880838618,22291.18377782812,269.02507289608775,62.618611865511504,False,False
5542,5542,22022.15870493203,21935.74880838618,22778.46732982461,756.3086248925789,62.587302559578745,False,False
5543,5543,22022.15870493203,21935.74880838618,22485.818884294316,463.6601793622873,62.55600890829896,False,False
5544,5544,22099.038481456497,21935.74880838618,22099.038481456497,76.87977652446659,62.524730903844805,True,True
5545,5545,22099.038481456497,21935.74880838618,22804.703065510093,705.6645840535971,62.4934685383929,False,False
5546,5546,22099.038481456497,21935.74880838618,22953.588859113515,854.550377657019,62.46222180412369,False,False
5547,5547,22099.038481456497,21935.74880838618,22474.267474486118,375.2289930296193,62.43099069322164,False,False
5548,5548,22099.038481456497,21935.74880838618,22453.040674158314,354.00219270181543,62.39977519787503,False,False
5549,5549,22099.038481456497,21935.74880838618,22901.699645280543,802.6611638240481,62.3685753102761,False,False
5550,5550,22095.111954885066,21935.74880838618,22095.111954885066,-3.926526571432376,62.33739102262096,True,False
5551,5551,21995.427871633055,21935.74880838618,21995.427871633055,-99.68408325200883,62.30622232710966,True,False
5552,5552,22053.352616885008,21935.74880838618,22053.352616885008,57.92474525195388,62.275069215946104,True,True
5553,5553,22053.352616885008,21935.74880838618,22693.201988841054,639.8493719560463,62.24393168133813,False,False
5554,5554,22053.352616885008,21935.74880838618,22862.85312062764,809.500503742631,62.21280971549747,False,False
5555,5555,22053.352616885008,21935.74880838618,22829.58093266376,776.2283157787539,62.181703310639726,False,False
5556,5556,22053.352616885008,21935.74880838618,23303.806475606696,1250.4538587216869,62.150612458984405,False,False
5557,5557,22053.352616885008,21935.74880838618,22353.69752211784,300.34490523283137,62.11953715275492,False,False
5558,5558,22053.352616885008,21935.74880838618,22514.879027227835,461.5264103428276,62.088477384178546,False,False
5559,5559,22053.352616885008,21935.74880838618,23011.72003808417,958.3674211991631,62.057433145486456,False,False
5560,5560,22053.352616885008,21935.74880838618,23317.09495920356,1263.7423423185523,62.02640442891372,False,False
5561,5561,22053.352616885008,21935.74880838618,22601.79614876713,548.4435318821218,61.99539122669927,False,False
5562,5562,22053.352616885008,21935.74880838618,23022.990991502666,969.6383746176575,61.964393531085925,False,False
5563,5563,22053.352616885008,21935.74880838618,22868.017748272814,814.6651313878072,61.93341133432038,False,False
5564,5564,22053.352616885008,21935.74880838618,22435.371235499315,382.01861861430626,61.90244462865323,False,False
5565,5565,22053.352616885008,21935.74880838618,22267.450768459366,214.0981515743576,61.8714934063389,False,False
5566,5566,22053.352616885008,21935.74880838618,23037.967133881055,984.614516996046,61.84055765963574,False,False
5567,5567,22053.352616885008,21935.74880838618,23003.104698473824,949.7520815888149,61.809637380805924,False,False
5568,5568,22053.352616885008,21935.74880838618,22785.388329972357,732.0357130873476,61.77873256211552,False,False
5569,5569,22053.352616885008,21935.74880838618,22319.28970284688,265.9370859618732,61.74784319583447,False,False
5570,5570,22053.352616885008,21935.74880838618,23175.07851807812,1121.7259011931126,61.716969274236554,False,False
5571,5571,22053.352616885008,21935.74880838618,22614.742622238307,561.3900053532984,61.68611078959944,False,False
5572,5572,22053.352616885008,21935.74880838618,22402.470133463765,349.11751657875726,61.65526773420464,False,False
5573,5573,22053.352616885008,21935.74880838618,22939.878740409382,886.5261235243738,61.624440100337544,False,False
5574,5574,22057.723252401072,21935.74880838618,22057.723252401072,4.370635516065505,61.59362788028738,True,True
5575,5575,22057.723252401072,21935.74880838618,23121.52971881377,1063.8064664126966,61.562831066347236,False,False
5576,5576,22057.723252401072,21935.74880838618,23213.23524705111,1155.5119946500365,61.532049650814066,False,False
5577,5577,22057.723252401072,21935.74880838618,23893.9751228085,1836.2518704074273,61.50128362598867,False,False
5578,5578,22057.723252401072,21935.74880838618,22392.763995099536,335.04074269846546,61.47053298417567,False,False
5579,5579,22090.644038452017,21935.74880838618,22090.644038452017,32.92078605094349,61.43979771768359,True,True
5580,5580,22090.644038452017,21935.74880838618,23332.155585701254,1241.5115472492353,61.40907781882475,False,False
5581,5581,22090.644038452017,21935.74880838618,23133.129457473697,1042.4854190216777,61.378373279915344,False,False
5582,5582,22090.644038452017,21935.74880838618,23155.87619448801,1065.2321560359926,61.34768409327539,False,False
5583,5583,22090.644038452017,21935.74880838618,23498.21824344994,1407.5742049979228,61.31701025122875,False,False
5584,5584,22090.644038452017,21935.74880838618,22221.97501700568,131.3309785536638,61.28635174610314,False,False
5585,5585,22090.644038452017,21935.74880838618,23385.666794346504,1295.0227558944846,61.25570857023009,False,False
5586,5586,22093.057009987086,21935.74880838618,22093.057009987086,2.412971535069005,61.22508071594498,True,True
5587,5587,22093.057009987086,21935.74880838618,23320.945293608638,1227.8882836215519,61.19446817558701,False,False
5588,5588,22093.057009987086,21935.74880838618,23238.26788089793,1145.210870910842,61.16387094149922,False,False
5589,5589,22093.057009987086,21935.74880838618,22408.85555749176,315.79854750467473,61.13328900602848,False,False
5590,5590,22093.057009987086,21935.74880838618,23009.904262646058,916.8472526589705,61.102722361525466,False,False
5591,5591,22093.057009987086,21935.74880838618,22402.81040866561,309.7533986785238,61.0721710003447,False,False
5592,5592,22093.057009987086,21935.74880838618,23390.004062810687,1296.9470528236009,61.041634914844536,False,False
5593,5593,22093.057009987086,21935.74880838618,22830.76212780989,737.7051178228014,61.011114097387114,False,False
5594,5594,22093.057009987086,21935.74880838618,22203.795364515307,110.73835452822132,60.98060854033842,False,False
5595,5595,22093.057009987086,21935.74880838618,22942.382061590622,849.3250516035357,60.950118236068256,False,False
5596,5596,22093.057009987086,21935.74880838618,23286.289446722956,1193.2324367358708,60.91964317695024,False,False
5597,5597,22093.057009987086,21935.74880838618,23458.29343432783,1365.2364243407424,60.88918335536176,False,False
5598,5598,22093.057009987086,21935.74880838618,22224.332654303576,131.27564431649253,60.85873876368409,False,False
5599,5599,22093.057009987086,21935.74880838618,22416.392691469042,323.3356814819572,60.82830939430224,False,False
5600,5600,22093.057009987086,21935.74880838618,23148.70796159275,1055.6509516056644,60.7978952396051,False,False
5601,5601,22051.765632893348,21935.74880838618,22051.765632893348,-41.291377093737594,60.767496291985296,True,False
5602,5602,22051.765632893348,21935.74880838618,23749.31002506949,1697.544392176143,60.73711254383931,False,False
5603,5603,22051.765632893348,21935.74880838618,22706.558139948265,654.7925070549161,60.70674398756739,False,False
5604,5604,22051.765632893348,21935.74880838618,22888.49046612457,836.7248332312245,60.67639061557361,False,False
5605,5605,22051.765632893348,21935.74880838618,23215.56009112317,1163.7944582298237,60.646052420265825,False,False
5606,5606,22051.765632893348,21935.74880838618,22402.584465699634,350.81883280628426,60.6157293940557,False,False
5607,5607,22051.765632893348,21935.74880838618,22694.90824119471,643.1426083013608,60.585421529358676,False,False
5608,5608,22051.765632893348,21935.74880838618,23503.780105359787,1452.0144724664376,60.555128818594,False,False
5609,5609,22051.765632893348,21935.74880838618,22902.74507644778,850.9794435544325,60.5248512541847,False,False
5610,5610,22051.765632893348,21935.74880838618,23172.66906714309,1120.9034342497446,60.49458882855761,False,False
5611,5611,22051.765632893348,21935.74880838618,22132.50889575635,80.7432628630024,60.46434153414334,False,False
5612,5612,22051.765632893348,21935.74880838618,22431.209123758665,379.44349086531594,60.43410936337627,False,False
5613,5613,22051.765632893348,21935.74880838618,22318.65449747584,266.8888645824909,60.40389230869459,False,False
5614,5614,22051.765632893348,21935.74880838618,22988.459393166133,936.6937602727861,60.373690362540245,False,False
5615,5615,22051.765632893348,21935.74880838618,23138.60751836287,1086.8418854695233,60.343503517358975,False,False
5616,5616,22051.765632893348,21935.74880838618,23183.516895688866,1131.7512627955186,60.313331765600296,False,False
5617,5617,22051.765632893348,21935.74880838618,22753.37348307899,701.6078501856423,60.283175099717496,False,False
5618,5618,22051.765632893348,21935.74880838618,23150.498071908696,1098.7324390153465,60.25303351216765,False,False
5619,5619,22051.765632893348,21935.74880838618,22318.689648629774,266.9240157364243,60.22290699541156,False,False
5620,5620,22051.765632893348,21935.74880838618,23299.26473728689,1247.4991043935415,60.19279554191386,False,False
5621,5621,22051.765632893348,21935.74880838618,22194.52540340065,142.75977050730134,60.16269914414291,False,False
5622,5622,22051.765632893348,21935.74880838618,22206.608695853854,154.8430629605062,60.13261779457084,False,False
5623,5623,22051.765632893348,21935.74880838618,23038.387170815986,986.6215379226379,60.10255148567356,False,False
5624,5624,22051.765632893348,21935.74880838618,22461.292288165798,409.5266552724495,60.07250020993072,False,False
5625,5625,22051.765632893348,21935.74880838618,22092.99476376433,41.22913087098411,60.04246395982577,False,False
5626,5626,22051.765632893348,21935.74880838618,22689.766199733283,638.0005668399343,60.01244272784585,False,False
5627,5627,22051.765632893348,21935.74880838618,23089.480229594206,1037.7145967008569,59.98243650648193,False,False
5628,5628,22051.765632893348,21935.74880838618,23149.706136491222,1097.940503597875,59.952445288228695,False,False
5629,5629,22051.765632893348,21935.74880838618,23302.942914270097,1251.1772813767507,59.922469065584586,False,False
5630,5630,22051.765632893348,21935.74880838618,23109.265792395083,1057.500159501736,59.892507831051795,False,False
5631,5631,22026.187031047222,21935.74880838618,22026.187031047222,-25.57860184612457,59.862561577136276,True,False
5632,5632,22026.187031047222,21935.74880838618,23232.198899634084,1206.0118685868629,59.83263029634771,False,False
5633,5633,22026.187031047222,21935.74880838618,23708.284547538442,1682.0975164912206,59.80271398119954,False,False
5634,5634,22026.187031047222,21935.74880838618,23089.576701364746,1063.389670317522,59.772812624208946,False,False
5635,5635,22026.187031047222,21935.74880838618,22366.404316157717,340.21728511049514,59.742926217896844,False,False
5636,5636,22026.187031047222,21935.74880838618,22914.384358537274,888.1973274900531,59.71305475478789,False,False
5637,5637,22026.187031047222,21935.74880838618,23274.72940577913,1248.542374731909,59.68319822741051,False,False
