instance,n,m,reference_cmax,neh_cmax,initial_cmax,sa_best_cmax,difference,improvement_percent,sa_time,neh_time,accepted_worse_count,seed,best_permutation,experiment,variant,iterations,t_start,t_end,alpha,initial,neighborhood
data.004,20,5,1325,1325,1325,1301,-24,1.8113207547169812,0.20565600000554696,1.8300008377991617e-05,19,4123,13 17 9 11 2 12 15 16 19 20 7 1 4 10 5 8 6 14 3 18,alpha,0.95,10000,1000.0,0.01,0.95,neh,swap
data.004,20,5,1325,1325,1325,1302,-23,1.7358490566037736,0.21486239999649115,2.540000423323363e-05,29,4124,13 9 16 7 17 15 11 19 10 1 12 2 20 5 3 8 6 14 4 18,alpha,0.95,10000,1000.0,0.01,0.95,neh,swap
data.005,20,5,1305,1305,1305,1235,-70,5.363984674329502,0.21832060000451747,1.7699989257380366e-05,25,5123,3 5 13 9 12 4 19 6 17 16 2 10 11 15 14 7 18 1 20 8,alpha,0.95,10000,1000.0,0.01,0.95,neh,swap
data.005,20,5,1305,1305,1305,1235,-70,5.363984674329502,0.2064088999904925,1.8000006093643606e-05,31,5124,12 10 3 19 9 4 6 17 16 2 15 13 5 11 14 7 18 1 20 8,alpha,0.95,10000,1000.0,0.01,0.95,neh,swap
data.001,20,5,1286,1286,1286,1286,0,0.0,0.2053654000046663,1.8999999156221747e-05,149,1123,3 17 9 8 15 14 11 16 13 19 6 4 5 18 1 2 10 7 20 12,alpha,0.99,10000,1000.0,0.01,0.99,neh,swap
data.001,20,5,1286,1286,1286,1286,0,0.0,0.2074845000024652,1.9099999917671084e-05,142,1124,3 17 9 8 15 14 11 16 13 19 6 4 5 18 1 2 10 7 20 12,alpha,0.99,10000,1000.0,0.01,0.99,neh,swap
data.002,20,5,1365,1365,1365,1360,-5,0.3663003663003663,0.21130369999445975,1.9800005247816443e-05,136,2123,6 19 10 7 15 17 4 18 12 9 11 13 1 8 20 3 5 16 14 2,alpha,0.99,10000,1000.0,0.01,0.99,neh,swap
data.002,20,5,1365,1365,1365,1365,0,0.0,0.20546440000180155,1.7700003809295595e-05,144,2124,19 14 6 20 3 10 17 9 18 12 7 15 1 13 16 5 4 11 2 8,alpha,0.99,10000,1000.0,0.01,0.99,neh,swap
data.003,20,5,1159,1159,1159,1081,-78,6.729939603106126,0.2022934999986319,1.759998849593103e-05,124,3123,3 4 16 14 13 20 18 12 10 19 5 1 7 9 17 11 6 8 15 2,alpha,0.99,10000,1000.0,0.01,0.99,neh,swap
data.003,20,5,1159,1159,1159,1088,-71,6.125970664365832,0.20503240000107326,1.720000000204891e-05,124,3124,3 4 16 14 19 1 20 18 12 7 10 5 11 17 6 13 9 8 15 2,alpha,0.99,10000,1000.0,0.01,0.99,neh,swap
data.004,20,5,1325,1325,1325,1300,-25,1.8867924528301887,0.20279419999860693,1.959998917300254e-05,145,4123,13 17 9 11 4 16 7 1 19 10 12 15 20 2 5 6 8 14 3 18,alpha,0.99,10000,1000.0,0.01,0.99,neh,swap
