iteration,temperature,current_cmax,best_cmax,candidate_cmax,delta,accepted,accepted_worse
1736,0.16712641366501804,1297,1286,1297,0,True,False
1737,0.16629078159669294,1297,1286,1318,21,False,False
1738,0.1654593276887095,1297,1286,1304,7,False,False
1739,0.16463203105026594,1297,1286,1310,13,False,False
1740,0.1638088708950146,1297,1286,1360,63,False,False
1741,0.16298982654053953,1297,1286,1297,0,True,False
1742,0.16217487740783681,1297,1286,1377,80,False,False
1743,0.16136400302079767,1297,1286,1306,9,False,False
1744,0.16055718300569366,1297,1286,1388,91,False,False
1745,0.1597543970906652,1297,1286,1360,63,False,False
1746,0.15895562510521188,1297,1286,1297,0,True,False
1747,0.15816084697968583,1297,1286,1338,41,False,False
1748,0.1573700427447874,1297,1286,1391,94,False,False
1749,0.15658319253106345,1297,1286,1297,0,True,False
1750,0.1558002765684081,1297,1286,1379,82,False,False
1751,0.15502127518556608,1297,1286,1353,56,False,False
1752,0.15424616880963826,1297,1286,1333,36,False,False
1753,0.15347493796559006,1297,1286,1297,0,True,False
1754,0.1527075632757621,1297,1286,1306,9,False,False
1755,0.1519440254593833,1297,1286,1327,30,False,False
1756,0.15118430533208638,1297,1286,1378,81,False,False
1757,0.15042838380542595,1297,1286,1330,33,False,False
1758,0.1496762418863988,1297,1286,1335,38,False,False
1759,0.1489278606769668,1297,1286,1396,99,False,False
1760,0.14818322137358197,1297,1286,1388,91,False,False
1761,0.14744230526671406,1297,1286,1297,0,True,False
1762,0.14670509374038052,1297,1286,1347,50,False,False
1763,0.1459715682716786,1297,1286,1303,6,False,False
1764,0.1452417104303202,1297,1286,1307,10,False,False
1765,0.1445155018781686,1297,1286,1297,0,True,False
1766,0.14379292436877777,1297,1286,1297,0,True,False
1767,0.14307395974693388,1297,1286,1384,87,False,False
1768,0.14235858994819922,1297,1286,1338,41,False,False
1769,0.14164679699845822,1297,1286,1297,0,True,False
1770,0.1409385630134659,1297,1286,1301,4,False,False
1771,0.14023387019839859,1297,1286,1312,15,False,False
1772,0.1395327008474066,1297,1286,1323,26,False,False
1773,0.13883503734316957,1297,1286,1377,80,False,False
1774,0.13814086215645371,1297,1286,1336,39,False,False
1775,0.13745015784567144,1297,1286,1343,46,False,False
1776,0.13676290705644306,1297,1286,1382,85,False,False
1777,0.13607909252116088,1297,1286,1399,102,False,False
1778,0.13539869705855506,1297,1286,1316,19,False,False
1779,0.1347217035732623,1297,1286,1307,10,False,False
1780,0.13404809505539597,1297,1286,1349,52,False,False
1781,0.133377854580119,1297,1286,1417,120,False,False
1782,0.1327109653072184,1297,1286,1315,18,False,False
1783,0.1320474104806823,1297,1286,1349,52,False,False
1784,0.13138717342827888,1297,1286,1357,60,False,False
1785,0.1307302375611375,1297,1286,1331,34,False,False
1786,0.1300765863733318,1297,1286,1382,85,False,False
1787,0.12942620344146516,1297,1286,1342,45,False,False
1788,0.12877907242425782,1297,1286,1324,27,False,False
1789,0.12813517706213653,1297,1286,1415,118,False,False
1790,0.12749450117682584,1297,1286,1318,21,False,False
1791,0.12685702867094173,1297,1286,1366,69,False,False
1792,0.12622274352758703,1297,1286,1297,0,True,False
1793,0.1255916298099491,1297,1286,1333,36,False,False
1794,0.12496367166089933,1297,1286,1332,35,False,False
1795,0.12433885330259484,1297,1286,1377,80,False,False
1796,0.12371715903608185,1297,1286,1367,70,False,False
1797,0.12309857324090145,1297,1286,1297,0,True,False
1798,0.12248308037469695,1297,1286,1297,0,True,False
1799,0.12187066497282345,1297,1286,1321,24,False,False
1800,0.12126131164795934,1297,1286,1408,111,False,False
1801,0.12065500508971955,1297,1286,1330,33,False,False
1802,0.12005173006427095,1297,1286,1349,52,False,False
1803,0.11945147141394959,1297,1286,1331,34,False,False
1804,0.11885421405687985,1297,1286,1314,17,False,False
1805,0.11825994298659544,1297,1286,1331,34,False,False
1806,0.11766864327166246,1297,1286,1331,34,False,False
1807,0.11708030005530415,1297,1286,1470,173,False,False
1808,0.11649489855502762,1297,1286,1297,0,True,False
1809,0.11591242406225248,1297,1286,1297,0,True,False
1810,0.11533286194194123,1297,1286,1340,43,False,False
1811,0.11475619763223151,1297,1286,1309,12,False,False
1812,0.11418241664407036,1297,1286,1297,0,True,False
1813,0.11361150456085001,1297,1286,1297,0,True,False
1814,0.11304344703804577,1297,1286,1418,121,False,False
1815,0.11247822980285553,1297,1286,1406,109,False,False
1816,0.11191583865384125,1297,1286,1331,34,False,False
1817,0.11135625946057204,1297,1286,1396,99,False,False
1818,0.11079947816326918,1297,1286,1314,17,False,False
1819,0.11024548077245284,1297,1286,1321,24,False,False
1820,0.10969425336859058,1297,1286,1346,49,False,False
1821,0.10914578210174762,1297,1286,1303,6,False,False
1822,0.10860005319123889,1297,1286,1297,0,True,False
1823,0.10805705292528268,1297,1286,1360,63,False,False
1824,0.10751676766065627,1297,1286,1334,37,False,False
1825,0.10697918382235298,1297,1286,1326,29,False,False
1826,0.10644428790324122,1297,1286,1313,16,False,False
1827,0.10591206646372502,1297,1286,1326,29,False,False
1828,0.10538250613140639,1297,1286,1341,44,False,False
1829,0.10485559360074936,1297,1286,1335,38,False,False
1830,0.10433131563274561,1297,1286,1321,24,False,False
1831,0.10380965905458188,1297,1286,1324,27,False,False
1832,0.10329061075930897,1297,1286,1297,0,True,False
1833,0.10277415770551243,1297,1286,1315,18,False,False
1834,0.10226028691698487,1297,1286,1339,42,False,False
1835,0.10174898548239994,1297,1286,1329,32,False,False
1836,0.10124024055498794,1297,1286,1336,39,False,False
1837,0.100734039352213,1297,1286,1327,30,False,False
1838,0.10023036915545193,1297,1286,1297,0,True,False
1839,0.09972921730967467,1297,1286,1357,60,False,False
1840,0.0992305712231263,1297,1286,1357,60,False,False
1841,0.09873441836701066,1297,1286,1384,87,False,False
1842,0.09824074627517562,1297,1286,1391,94,False,False
1843,0.09774954254379974,1297,1286,1348,51,False,False
1844,0.09726079483108074,1297,1286,1404,107,False,False
1845,0.09677449085692533,1297,1286,1297,0,True,False
1846,0.0962906184026407,1297,1286,1315,18,False,False
1847,0.09580916531062751,1297,1286,1359,62,False,False
1848,0.09533011948407437,1297,1286,1379,82,False,False
1849,0.094853468886654,1297,1286,1297,0,True,False
1850,0.09437920154222072,1297,1286,1297,0,True,False
1851,0.09390730553450961,1297,1286,1399,102,False,False
1852,0.09343776900683708,1297,1286,1315,18,False,False
1853,0.09297058016180289,1297,1286,1387,90,False,False
1854,0.09250572726099386,1297,1286,1322,25,False,False
1855,0.09204319862468889,1297,1286,1366,69,False,False
1856,0.09158298263156545,1297,1286,1409,112,False,False
1857,0.09112506771840763,1297,1286,1362,65,False,False
1858,0.09066944237981558,1297,1286,1314,17,False,False
1859,0.09021609516791651,1297,1286,1349,52,False,False
1860,0.08976501469207693,1297,1286,1367,70,False,False
1861,0.08931618961861654,1297,1286,1366,69,False,False
1862,0.08886960867052346,1297,1286,1330,33,False,False
1863,0.08842526062717083,1297,1286,1323,26,False,False
1864,0.08798313432403498,1297,1286,1387,90,False,False
1865,0.08754321865241482,1297,1286,1332,35,False,False
1866,0.08710550255915274,1297,1286,1402,105,False,False
1867,0.08666997504635697,1297,1286,1350,53,False,False
1868,0.08623662517112518,1297,1286,1316,19,False,False
1869,0.08580544204526956,1297,1286,1364,67,False,False
1870,0.08537641483504321,1297,1286,1388,91,False,False
1871,0.08494953276086799,1297,1286,1322,25,False,False
1872,0.08452478509706365,1297,1286,1297,0,True,False
1873,0.08410216117157834,1297,1286,1415,118,False,False
1874,0.08368165036572044,1297,1286,1297,0,True,False
1875,0.08326324211389184,1297,1286,1297,0,True,False
1876,0.08284692590332238,1297,1286,1307,10,False,False
1877,0.08243269127380577,1297,1286,1314,17,False,False
1878,0.08202052781743675,1297,1286,1297,0,True,False
1879,0.08161042517834956,1297,1286,1362,65,False,False
1880,0.08120237305245781,1297,1286,1393,96,False,False
1881,0.08079636118719552,1297,1286,1329,32,False,False
1882,0.08039237938125955,1297,1286,1311,14,False,False
1883,0.07999041748435323,1297,1286,1352,55,False,False
1884,0.07959046539693147,1297,1286,1336,39,False,False
1885,0.07919251306994682,1297,1286,1297,0,True,False
1886,0.0787965505045971,1297,1286,1396,99,False,False
1887,0.0784025677520741,1297,1286,1346,49,False,False
1888,0.07801055491331373,1297,1286,1335,38,False,False
1889,0.07762050213874716,1297,1286,1407,110,False,False
1890,0.07723239962805342,1297,1286,1333,36,False,False
1891,0.07684623762991316,1297,1286,1350,53,False,False
1892,0.07646200644176358,1297,1286,1356,59,False,False
1893,0.07607969640955477,1297,1286,1325,28,False,False
1894,0.075699297927507,1297,1286,1329,32,False,False
1895,0.07532080143786946,1297,1286,1417,120,False,False
1896,0.07494419743068012,1297,1286,1300,3,False,False
1897,0.07456947644352672,1297,1286,1297,0,True,False
1898,0.07419662906130908,1297,1286,1297,0,True,False
1899,0.07382564591600253,1297,1286,1391,94,False,False
1900,0.07345651768642252,1297,1286,1305,8,False,False
1901,0.07308923509799041,1297,1286,1324,27,False,False
1902,0.07272378892250045,1297,1286,1315,18,False,False
1903,0.07236016997788795,1297,1286,1403,106,False,False
1904,0.07199836912799851,1297,1286,1362,65,False,False
1905,0.07163837728235851,1297,1286,1377,80,False,False
1906,0.07128018539594673,1297,1286,1318,21,False,False
1907,0.070923784468967,1297,1286,1408,111,False,False
1908,0.07056916554662215,1297,1286,1314,17,False,False
1909,0.07021631971888906,1297,1286,1328,31,False,False
1910,0.06986523812029459,1297,1286,1321,24,False,False
1911,0.06951591192969313,1297,1286,1325,28,False,False
1912,0.06916833237004466,1297,1286,1366,69,False,False
1913,0.06882249070819445,1297,1286,1357,60,False,False
1914,0.06847837825465346,1297,1286,1362,65,False,False
1915,0.0681359863633802,1297,1286,1322,25,False,False
1916,0.0677953064315633,1297,1286,1325,28,False,False
1917,0.06745632989940548,1297,1286,1303,6,False,False
1918,0.06711904824990846,1297,1286,1345,48,False,False
1919,0.0667834530086589,1297,1286,1402,105,False,False
1920,0.0664495357436156,1297,1286,1359,62,False,False
1921,0.06611728806489754,1297,1286,1454,157,False,False
1922,0.06578670162457305,1297,1286,1297,0,True,False
1923,0.06545776811645018,1297,1286,1341,44,False,False
1924,0.06513047927586793,1297,1286,1369,72,False,False
1925,0.0648048268794886,1297,1286,1321,24,False,False
1926,0.06448080274509115,1297,1286,1297,0,True,False
1927,0.0641583987313657,1297,1286,1428,131,False,False
1928,0.06383760673770887,1297,1286,1307,10,False,False
1929,0.06351841870402032,1297,1286,1324,27,False,False
1930,0.06320082661050021,1297,1286,1390,93,False,False
1931,0.06288482247744771,1297,1286,1397,100,False,False
1932,0.06257039836506048,1297,1286,1297,0,True,False
1933,0.06225754637323517,1297,1286,1322,25,False,False
1934,0.061946258641369004,1297,1286,1352,55,False,False
1935,0.061636527348162155,1297,1286,1392,95,False,False
1936,0.061328344711421345,1297,1286,1365,68,False,False
1937,0.06102170298786423,1297,1286,1305,8,False,False
1938,0.06071659447292491,1297,1286,1307,10,False,False
1939,0.06041301150056029,1297,1286,1297,0,True,False
1940,0.06011094644305749,1297,1286,1350,53,False,False
1941,0.0598103917108422,1297,1286,1337,40,False,False
1942,0.05951133975228799,1297,1286,1306,9,False,False
1943,0.05921378305352654,1297,1286,1312,15,False,False
1944,0.058917714138258914,1297,1286,1334,37,False,False
1945,0.058623125567567616,1297,1286,1297,0,True,False
1946,0.05833000993972978,1297,1286,1397,100,False,False
1947,0.05803835989003114,1297,1286,1420,123,False,False
1948,0.057748168090580976,1297,1286,1334,37,False,False
1949,0.05745942725012807,1297,1286,1395,98,False,False
1950,0.05717213011387743,1297,1286,1355,58,False,False
1951,0.05688626946330804,1297,1286,1352,55,False,False
1952,0.0566018381159915,1297,1286,1406,109,False,False
1953,0.05631882892541155,1297,1286,1350,53,False,False
1954,0.056037234780784484,1297,1286,1297,0,True,False
1955,0.05575704860688056,1297,1286,1432,135,False,False
1956,0.05547826336384616,1297,1286,1385,88,False,False
1957,0.05520087204702693,1297,1286,1297,0,True,False
1958,0.05492486768679179,1297,1286,1298,1,False,False
1959,0.05465024334835784,1297,1286,1349,52,False,False
1960,0.05437699213161605,1297,1286,1411,114,False,False
1961,0.05410510717095796,1297,1286,1345,48,False,False
1962,0.05383458163510318,1297,1286,1297,0,True,False
1963,0.05356540872692766,1297,1286,1298,1,False,False
1964,0.053297581683293016,1297,1286,1402,105,False,False
1965,0.05303109377487656,1297,1286,1370,73,False,False
1966,0.05276593830600217,1297,1286,1319,22,False,False
1967,0.05250210861447216,1297,1286,1339,42,False,False
1968,0.0522395980713998,1297,1286,1344,47,False,False
1969,0.0519784000810428,1297,1286,1297,0,True,False
1970,0.05171850808063759,1297,1286,1357,60,False,False
1971,0.0514599155402344,1297,1286,1358,61,False,False
1972,0.05120261596253323,1297,1286,1297,0,True,False
1973,0.050946602882720564,1297,1286,1326,29,False,False
1974,0.050691869868306955,1297,1286,1335,38,False,False
1975,0.05043841051896542,1297,1286,1308,11,False,False
1976,0.05018621846637059,1297,1286,1393,96,False,False
1977,0.049935287374038746,1297,1286,1356,59,False,False
1978,0.04968561093716855,1297,1286,1383,86,False,False
1979,0.04943718288248271,1297,1286,1297,0,True,False
1980,0.04918999696807029,1297,1286,1378,81,False,False
1981,0.04894404698322994,1297,1286,1396,99,False,False
1982,0.048699326748313794,1297,1286,1297,0,True,False
1983,0.048455830114572225,1297,1286,1331,34,False,False
1984,0.04821355096399936,1297,1286,1314,17,False,False
1985,0.047972483209179365,1297,1286,1297,0,True,False
1986,0.047732620793133465,1297,1286,1331,34,False,False
1987,0.047493957689167796,1297,1286,1362,65,False,False
1988,0.047256487900721955,1297,1286,1406,109,False,False
1989,0.04702020546121835,1297,1286,1376,79,False,False
1990,0.046785104433912254,1297,1286,1360,63,False,False
1991,0.046551178911742694,1297,1286,1317,20,False,False
1992,0.04631842301718398,1297,1286,1395,98,False,False
1993,0.04608683090209806,1297,1286,1312,15,False,False
1994,0.04585639674758757,1297,1286,1342,45,False,False
1995,0.04562711476384963,1297,1286,1303,6,False,False
1996,0.045398979190030386,1297,1286,1297,0,True,False
1997,0.04517198429408023,1297,1286,1304,7,False,False
1998,0.044946124372609836,1297,1286,1365,68,False,False
1999,0.04472139375074678,1297,1286,1387,90,False,False
2000,0.04449778678199305,1297,1286,1302,5,False,False
2001,0.04427529784808308,1297,1286,1360,63,False,False
2002,0.04405392135884267,1297,1286,1344,47,False,False
2003,0.04383365175204845,1297,1286,1332,35,False,False
2004,0.04361448349328821,1297,1286,1297,0,True,False
2005,0.04339641107582177,1297,1286,1323,26,False,False
2006,0.04317942902044266,1297,1286,1423,126,False,False
2007,0.042963531875340445,1297,1286,1395,98,False,False
2008,0.04274871421596375,1297,1286,1461,164,False,False
2009,0.04253497064488392,1297,1286,1312,15,False,False
2010,0.042322295791659505,1297,1286,1297,0,True,False
2011,0.04211068431270121,1297,1286,1314,17,False,False
2012,0.0419001308911377,1297,1286,1375,78,False,False
2013,0.041690630236682014,1297,1286,1327,30,False,False
2014,0.0414821770854986,1297,1286,1297,0,True,False
2015,0.04127476620007111,1297,1286,1354,57,False,False
2016,0.041068392369070755,1297,1286,1387,90,False,False
2017,0.040863050407225404,1297,1286,1297,0,True,False
2018,0.04065873515518927,1297,1286,1297,0,True,False
2019,0.04045544147941333,1297,1286,1297,0,True,False
2020,0.04025316427201626,1297,1286,1313,16,False,False
2021,0.04005189845065618,1297,1286,1397,100,False,False
2022,0.0398516389584029,1297,1286,1297,0,True,False
2023,0.03965238076361088,1297,1286,1299,2,False,False
2024,0.03945411885979283,1297,1286,1340,43,False,False
2025,0.03925684826549386,1297,1286,1298,1,False,False
2026,0.0390605640241664,1297,1286,1297,0,True,False
2027,0.03886526120404556,1297,1286,1297,0,True,False
2028,0.03867093489802534,1297,1286,1369,72,False,False
2029,0.0384775802235352,1297,1286,1297,0,True,False
2030,0.03828519232241753,1297,1286,1349,52,False,False
2031,0.03809376636080544,1297,1286,1299,2,False,False
2032,0.037903297529001415,1297,1286,1393,96,False,False
2033,0.03771378104135641,1297,1286,1297,0,True,False
2034,0.03752521213614963,1297,1286,1297,0,True,False
2035,0.03733758607546887,1297,1286,1361,64,False,False
2036,0.03715089814509153,1297,1286,1378,81,False,False
2037,0.036965143654366074,1297,1286,1297,0,True,False
2038,0.036780317936094244,1297,1286,1328,31,False,False
2039,0.03659641634641377,1297,1286,1336,39,False,False
2040,0.0364134342646817,1297,1286,1331,34,False,False
2041,0.036231367093358294,1297,1286,1329,32,False,False
2042,0.036050210257891506,1297,1286,1358,61,False,False
2043,0.03586995920660204,1297,1286,1327,30,False,False
2044,0.035690609410569035,1297,1286,1368,71,False,False
2045,0.03551215636351619,1297,1286,1416,119,False,False
2046,0.03533459558169861,1297,1286,1297,0,True,False
2047,0.035157922603790116,1297,1286,1312,15,False,False
2048,0.034982132990771166,1297,1286,1318,21,False,False
2049,0.03480722232581731,1297,1286,1377,80,False,False
2050,0.034633186214188226,1297,1286,1327,30,False,False
2051,0.03446002028311728,1297,1286,1320,23,False,False
2052,0.034287720181701696,1297,1286,1322,25,False,False
2053,0.03411628158079318,1297,1286,1373,76,False,False
2054,0.03394570017288922,1297,1286,1306,9,False,False
2055,0.03377597167202478,1297,1286,1312,15,False,False
2056,0.03360709181366465,1297,1286,1354,57,False,False
2057,0.033439056354596326,1297,1286,1321,24,False,False
2058,0.03327186107282335,1297,1286,1297,0,True,False
2059,0.03310550176745923,1297,1286,1306,9,False,False
2060,0.032939974258621926,1297,1286,1299,2,False,False
2061,0.03277527438732882,1297,1286,1348,51,False,False
2062,0.03261139801539218,1297,1286,1341,44,False,False
2063,0.032448341025315214,1297,1286,1307,10,False,False
2064,0.03228609932018864,1297,1286,1350,53,False,False
2065,0.0321246688235877,1297,1286,1419,122,False,False
2066,0.03196404547946976,1297,1286,1297,0,True,False
2067,0.03180422525207241,1297,1286,1297,0,True,False
2068,0.031645204125812045,1297,1286,1323,26,False,False
2069,0.031486978105182986,1297,1286,1297,0,True,False
2070,0.03132954321465707,1297,1286,1300,3,False,False
2071,0.031172895498583788,1297,1286,1297,0,True,False
2072,0.031017031021090866,1297,1286,1297,0,True,False
2073,0.03086194586598541,1297,1286,1304,7,False,False
2074,0.030707636136655485,1297,1286,1364,67,False,False
2075,0.03055409795597221,1297,1286,1316,19,False,False
2076,0.030401327466192347,1297,1286,1326,29,False,False
2077,0.030249320828861385,1297,1286,1366,69,False,False
2078,0.030098074224717077,1297,1286,1297,0,True,False
2079,0.029947583853593494,1297,1286,1311,14,False,False
2080,0.029797845934325523,1297,1286,1297,0,True,False
2081,0.0296488567046539,1297,1286,1297,0,True,False
2082,0.02950061242113063,1297,1286,1297,0,True,False
2083,0.029353109359024975,1297,1286,1315,18,False,False
2084,0.029206343812229852,1297,1286,1360,63,False,False
2085,0.0290603120931687,1297,1286,1349,52,False,False
2086,0.028915010532702855,1297,1286,1331,34,False,False
2087,0.028770435480039342,1297,1286,1325,28,False,False
2088,0.028626583302639143,1297,1286,1340,43,False,False
2089,0.028483450386125948,1297,1286,1297,0,True,False
2090,0.02834103313419532,1297,1286,1297,0,True,False
2091,0.028199327968524344,1297,1286,1297,0,True,False
2092,0.02805833132868172,1297,1286,1297,0,True,False
2093,0.027918039672038313,1297,1286,1297,0,True,False
2094,0.027778449473678118,1297,1286,1311,14,False,False
2095,0.02763955722630973,1297,1286,1315,18,False,False
2096,0.027501359440178178,1297,1286,1378,81,False,False
2097,0.027363852642977287,1297,1286,1318,21,False,False
2098,0.027227033379762403,1297,1286,1297,0,True,False
2099,0.02709089821286359,1297,1286,1315,18,False,False
2100,0.026955443721799272,1297,1286,1331,34,False,False
2101,0.026820666503190274,1297,1286,1322,25,False,False
2102,0.026686563170674325,1297,1286,1297,0,True,False
2103,0.026553130354820955,1297,1286,1337,40,False,False
2104,0.026420364703046848,1297,1286,1297,0,True,False
2105,0.026288262879531614,1297,1286,1307,10,False,False
2106,0.026156821565133957,1297,1286,1297,0,True,False
2107,0.026026037457308287,1297,1286,1365,68,False,False
2108,0.025895907270021744,1297,1286,1339,42,False,False
2109,0.025766427733671635,1297,1286,1416,119,False,False
2110,0.02563759559500328,1297,1286,1303,6,False,False
2111,0.02550940761702826,1297,1286,1308,11,False,False
2112,0.02538186057894312,1297,1286,1297,0,True,False
2113,0.025254951276048404,1297,1286,1406,109,False,False
2114,0.025128676519668162,1297,1286,1297,0,True,False
2115,0.02500303313706982,1297,1286,1297,0,True,False
2116,0.02487801797138447,1297,1286,1297,0,True,False
2117,0.02475362788152755,1297,1286,1297,0,True,False
2118,0.02462985974211991,1297,1286,1329,32,False,False
2119,0.02450671044340931,1297,1286,1398,101,False,False
2120,0.024384176891192266,1297,1286,1297,0,True,False
2121,0.024262256006736302,1297,1286,1297,0,True,False
2122,0.024140944726702623,1297,1286,1345,48,False,False
2123,0.02402024000306911,1297,1286,1365,68,False,False
2124,0.023900138803053764,1297,1286,1374,77,False,False
2125,0.023780638109038493,1297,1286,1348,51,False,False
2126,0.023661734918493302,1297,1286,1315,18,False,False
2127,0.023543426243900833,1297,1286,1405,108,False,False
2128,0.023425709112681332,1297,1286,1306,9,False,False
2129,0.023308580567117924,1297,1286,1316,19,False,False
2130,0.023192037664282336,1297,1286,1344,47,False,False
2131,0.023076077475960924,1297,1286,1409,112,False,False
2132,0.022960697088581117,1297,1286,1378,81,False,False
2133,0.022845893603138212,1297,1286,1369,72,False,False
2134,0.02273166413512252,1297,1286,1374,77,False,False
2135,0.02261800581444691,1297,1286,1467,170,False,False
2136,0.022504915785374675,1297,1286,1315,18,False,False
2137,0.022392391206447797,1297,1286,1366,69,False,False
2138,0.02228042925041556,1297,1286,1297,0,True,False
2139,0.02216902710416348,1297,1286,1434,137,False,False
2140,0.022058181968642666,1297,1286,1388,91,False,False
2141,0.021947891058799452,1297,1286,1326,29,False,False
2142,0.021838151603505454,1297,1286,1437,140,False,False
2143,0.021728960845487928,1297,1286,1416,119,False,False
2144,0.021620316041260485,1297,1286,1351,54,False,False
2145,0.021512214461054183,1297,1286,1339,42,False,False
2146,0.021404653388748914,1297,1286,1317,20,False,False
2147,0.02129763012180517,1297,1286,1355,58,False,False
2148,0.02119114197119614,1297,1286,1347,50,False,False
2149,0.02108518626134016,1297,1286,1297,0,True,False
2150,0.020979760330033462,1297,1286,1378,81,False,False
2151,0.020874861528383293,1297,1286,1355,58,False,False
2152,0.020770487220741377,1297,1286,1297,0,True,False
2153,0.02066663478463767,1297,1286,1329,32,False,False
2154,0.02056330161071448,1297,1286,1336,39,False,False
2155,0.020460485102660908,1297,1286,1297,0,True,False
2156,0.020358182677147608,1297,1286,1348,51,False,False
2157,0.02025639176376187,1297,1286,1367,70,False,False
2158,0.020155109804943058,1297,1286,1400,103,False,False
2159,0.020054334255918342,1297,1286,1349,52,False,False
2160,0.019954062584638752,1297,1286,1352,55,False,False
2161,0.01985429227171556,1297,1286,1297,0,True,False
2162,0.019755020810356978,1297,1286,1297,0,True,False
2163,0.01965624570630519,1297,1286,1339,42,False,False
2164,0.01955796447777367,1297,1286,1297,0,True,False
2165,0.0194601746553848,1297,1286,1336,39,False,False
2166,0.019362873782107874,1297,1286,1384,87,False,False
2167,0.019266059413197336,1297,1286,1343,46,False,False
2168,0.019169729116131348,1297,1286,1332,35,False,False
2169,0.01907388047055069,1297,1286,1359,62,False,False
2170,0.018978511068197937,1297,1286,1318,21,False,False
2171,0.01888361851285695,1297,1286,1348,51,False,False
2172,0.01878920042029266,1297,1286,1386,89,False,False
2173,0.0186952544181912,1297,1286,1297,0,True,False
2174,0.018601778146100246,1297,1286,1354,57,False,False
2175,0.018508769255369744,1297,1286,1297,0,True,False
2176,0.018416225409092896,1297,1286,1297,0,True,False
2177,0.01832414428204743,1297,1286,1297,0,True,False
2178,0.01823252356063719,1297,1286,1390,93,False,False
2179,0.018141360942834008,1297,1286,1362,65,False,False
2180,0.018050654138119834,1297,1286,1376,79,False,False
2181,0.017960400867429237,1297,1286,1379,82,False,False
2182,0.017870598863092092,1297,1286,1306,9,False,False
2183,0.01778124586877663,1297,1286,1389,92,False,False
2184,0.017692339639432748,1297,1286,1316,19,False,False
2185,0.017603877941235583,1297,1286,1311,14,False,False
2186,0.017515858551529404,1297,1286,1297,0,True,False
2187,0.017428279258771755,1297,1286,1300,3,False,False
2188,0.017341137862477898,1297,1286,1297,0,True,False
2189,0.01725443217316551,1297,1286,1373,76,False,False
2190,0.01716816001229968,1297,1286,1305,8,False,False
2191,0.01708231921223818,1297,1286,1297,0,True,False
2192,0.016996907616176993,1297,1286,1342,45,False,False
2193,0.01691192307809611,1297,1286,1322,25,False,False
2194,0.01682736346270563,1297,1286,1297,0,True,False
2195,0.0167432266453921,1297,1286,1358,61,False,False
2196,0.01665951051216514,1297,1286,1297,0,True,False
2197,0.016576212959604313,1297,1286,1303,6,False,False
2198,0.01649333189480629,1297,1286,1321,24,False,False
2199,0.016410865235332257,1297,1286,1360,63,False,False
2200,0.016328810909155597,1297,1286,1431,134,False,False
2201,0.01624716685460982,1297,1286,1304,7,False,False
2202,0.016165931020336772,1297,1286,1322,25,False,False
2203,0.016085101365235086,1297,1286,1331,34,False,False
2204,0.016004675858408913,1297,1286,1326,29,False,False
2205,0.01592465247911687,1297,1286,1379,82,False,False
2206,0.015845029216721283,1297,1286,1297,0,True,False
2207,0.015765804070637674,1297,1286,1347,50,False,False
2208,0.015686975050284487,1297,1286,1297,0,True,False
2209,0.015608540175033065,1297,1286,1352,55,False,False
2210,0.015530497474157898,1297,1286,1376,79,False,False
2211,0.01545284498678711,1297,1286,1366,69,False,False
2212,0.015375580761853174,1297,1286,1379,82,False,False
2213,0.015298702858043906,1297,1286,1337,40,False,False
2214,0.01522220934375369,1297,1286,1392,95,False,False
2215,0.015146098297034921,1297,1286,1318,21,False,False
2216,0.015070367805549746,1297,1286,1357,60,False,False
2217,0.014995015966521997,1297,1286,1357,60,False,False
2218,0.014920040886689388,1297,1286,1376,79,False,False
2219,0.014845440682255939,1297,1286,1320,23,False,False
2220,0.01477121347884466,1297,1286,1343,46,False,False
2221,0.014697357411450437,1297,1286,1330,33,False,False
2222,0.014623870624393184,1297,1286,1354,57,False,False
2223,0.014550751271271218,1297,1286,1310,13,False,False
2224,0.014477997514914862,1297,1286,1330,33,False,False
2225,0.014405607527340287,1297,1286,1347,50,False,False
2226,0.014333579489703586,1297,1286,1320,23,False,False
2227,0.014261911592255067,1297,1286,1349,52,False,False
2228,0.014190602034293792,1297,1286,1297,0,True,False
2229,0.014119649024122324,1297,1286,1298,1,False,False
2230,0.014049050779001713,1297,1286,1412,115,False,False
2231,0.013978805525106703,1297,1286,1323,26,False,False
2232,0.013908911497481169,1297,1286,1297,0,True,False
2233,0.013839366939993764,1297,1286,1348,51,False,False
2234,0.013770170105293794,1297,1286,1376,79,False,False
2235,0.013701319254767327,1297,1286,1379,82,False,False
2236,0.01363281265849349,1297,1286,1337,40,False,False
2237,0.01356464859520102,1297,1286,1375,78,False,False
2238,0.013496825352225017,1297,1286,1332,35,False,False
2239,0.013429341225463892,1297,1286,1360,63,False,False
2240,0.013362194519336571,1297,1286,1384,87,False,False
2241,0.013295383546739889,1297,1286,1367,70,False,False
2242,0.01322890662900619,1297,1286,1365,68,False,False
2243,0.013162762095861157,1297,1286,1317,20,False,False
2244,0.013096948285381852,1297,1286,1332,35,False,False
2245,0.013031463543954944,1297,1286,1351,54,False,False
2246,0.012966306226235168,1297,1286,1332,35,False,False
2247,0.012901474695103993,1297,1286,1309,12,False,False
2248,0.012836967321628473,1297,1286,1327,30,False,False
2249,0.012772782485020331,1297,1286,1407,110,False,False
2250,0.012708918572595228,1297,1286,1385,88,False,False
2251,0.012645373979732253,1297,1286,1297,0,True,False
2252,0.012582147109833592,1297,1286,1347,50,False,False
