instance,n,m,reference_cmax,neh_cmax,initial_cmax,sa_best_cmax,difference,improvement_percent,sa_time,neh_time,accepted_worse_count,seed,best_permutation,experiment,variant,iterations,t_start,t_end,alpha,initial,neighborhood
data.004,20,5,1325,1325,1325,1309,-16,1.2075471698113207,0.18883800000185147,1.8699996871873736e-05,138,4124,13 16 11 1 19 9 17 15 20 2 5 10 4 6 7 12 8 14 3 18,alpha,0.99,10000,1000.0,0.01,0.99,neh,swap
data.005,20,5,1305,1305,1305,1243,-62,4.75095785440613,0.19031289999838918,1.9500002963468432e-05,140,5123,12 5 10 13 9 17 19 15 16 6 3 4 11 2 14 18 7 1 20 8,alpha,0.99,10000,1000.0,0.01,0.99,neh,swap
data.005,20,5,1305,1305,1305,1250,-55,4.21455938697318,0.18768410000484437,1.8399994587525725e-05,122,5124,12 3 15 4 19 17 16 13 5 9 10 2 18 6 11 1 14 7 8 20,alpha,0.99,10000,1000.0,0.01,0.99,neh,swap
data.001,20,5,1286,1286,1286,1286,0,0.0,0.1873287999915192,1.8099992303177714e-05,284,1123,3 17 9 8 15 14 11 16 13 19 6 4 5 18 1 2 10 7 20 12,alpha,0.995,10000,1000.0,0.01,0.995,neh,swap
data.001,20,5,1286,1286,1286,1286,0,0.0,0.18745599999965634,1.8099992303177714e-05,290,1124,3 17 9 8 15 14 11 16 13 19 6 4 5 18 1 2 10 7 20 12,alpha,0.995,10000,1000.0,0.01,0.995,neh,swap
data.002,20,5,1365,1365,1365,1365,0,0.0,0.18296120000013616,1.7600003047846258e-05,253,2123,19 14 6 20 3 10 17 9 18 12 7 15 1 13 16 5 4 11 2 8,alpha,0.995,10000,1000.0,0.01,0.995,neh,swap
data.002,20,5,1365,1365,1365,1365,0,0.0,0.17930819999310188,1.7400001524947584e-05,270,2124,19 14 6 20 3 10 17 9 18 12 7 15 1 13 16 5 4 11 2 8,alpha,0.995,10000,1000.0,0.01,0.995,neh,swap
data.003,20,5,1159,1159,1159,1088,-71,6.125970664365832,0.18119170000136364,1.7700003809295595e-05,254,3123,3 4 16 14 19 20 1 7 18 12 10 5 13 6 11 17 9 8 15 2,alpha,0.995,10000,1000.0,0.01,0.995,neh,swap
data.003,20,5,1159,1159,1159,1088,-71,6.125970664365832,0.181698200001847,1.6999998479150236e-05,267,3124,3 4 16 14 19 7 10 18 20 12 8 5 1 17 9 11 13 6 15 2,alpha,0.995,10000,1000.0,0.01,0.995,neh,swap
data.004,20,5,1325,1325,1325,1309,-16,1.2075471698113207,0.18272799999976996,1.8799997633323073e-05,283,4123,13 16 11 19 17 9 2 15 12 7 20 5 10 1 8 14 3 4 18 6,alpha,0.995,10000,1000.0,0.01,0.995,neh,swap
data.004,20,5,1325,1325,1325,1300,-25,1.8867924528301887,0.1871917999960715,1.8499995348975062e-05,286,4124,13 17 9 11 7 16 19 1 20 15 2 12 10 4 5 8 6 14 3 18,alpha,0.995,10000,1000.0,0.01,0.995,neh,swap
data.005,20,5,1305,1305,1305,1250,-55,4.21455938697318,0.18572549999225885,1.7800004570744932e-05,284,5123,12 9 15 19 6 17 4 13 18 16 5 10 2 11 1 3 14 7 8 20,alpha,0.995,10000,1000.0,0.01,0.995,neh,swap
data.005,20,5,1305,1305,1305,1243,-62,4.75095785440613,0.1867746000061743,1.8300008377991617e-05,247,5124,12 3 5 19 13 9 10 17 4 16 6 15 11 2 14 18 7 1 20 8,alpha,0.995,10000,1000.0,0.01,0.995,neh,swap
data.001,20,5,1286,1286,1286,1286,0,0.0,0.18450860001030378,2.02999945031479e-05,284,1123,3 17 9 8 15 14 11 16 13 19 6 4 5 18 1 2 10 7 20 12,initial,neh,10000,1000.0,0.01,0.995,neh,swap
data.001,20,5,1286,1286,1286,1286,0,0.0,0.18386210000608116,1.8699996871873736e-05,290,1124,3 17 9 8 15 14 11 16 13 19 6 4 5 18 1 2 10 7 20 12,initial,neh,10000,1000.0,0.01,0.995,neh,swap
data.002,20,5,1365,1365,1365,1365,0,0.0,0.18289359999471344,1.720000000204891e-05,253,2123,19 14 6 20 3 10 17 9 18 12 7 15 1 13 16 5 4 11 2 8,initial,neh,10000,1000.0,0.01,0.995,neh,swap
data.002,20,5,1365,1365,1365,1365,0,0.0,0.18315219999931287,1.820000761654228e-05,270,2124,19 14 6 20 3 10 17 9 18 12 7 15 1 13 16 5 4 11 2 8,initial,neh,10000,1000.0,0.01,0.995,neh,swap
data.003,20,5,1159,1159,1159,1088,-71,6.125970664365832,0.18741230000159703,1.7300000763498247e-05,254,3123,3 4 16 14 19 20 1 7 18 12 10 5 13 6 11 17 9 8 15 2,initial,neh,10000,1000.0,0.01,0.995,neh,swap
data.003,20,5,1159,1159,1159,1088,-71,6.125970664365832,0.1865251000126591,1.789999078027904e-05,267,3124,3 4 16 14 19 7 10 18 20 12 8 5 1 17 9 11 13 6 15 2,initial,neh,10000,1000.0,0.01,0.995,neh,swap
data.004,20,5,1325,1325,1325,1309,-16,1.2075471698113207,0.1873405000078492,1.750000228639692e-05,283,4123,13 16 11 19 17 9 2 15 12 7 20 5 10 1 8 14 3 4 18 6,initial,neh,10000,1000.0,0.01,0.995,neh,swap
data.004,20,5,1325,1325,1325,1300,-25,1.8867924528301887,0.18735540000488982,1.7800004570744932e-05,286,4124,13 17 9 11 7 16 19 1 20 15 2 12 10 4 5 8 6 14 3 18,initial,neh,10000,1000.0,0.01,0.995,neh,swap
data.005,20,5,1305,1305,1305,1250,-55,4.21455938697318,0.1854346999898553,1.7000013031065464e-05,284,5123,12 9 15 19 6 17 4 13 18 16 5 10 2 11 1 3 14 7 8 20,initial,neh,10000,1000.0,0.01,0.995,neh,swap
data.005,20,5,1305,1305,1305,1243,-62,4.75095785440613,0.18525179999414831,1.8099992303177714e-05,247,5124,12 3 5 19 13 9 10 17 4 16 6 15 11 2 14 18 7 1 20 8,initial,neh,10000,1000.0,0.01,0.995,neh,swap
data.001,20,5,1286,1286,1587,1297,11,-0.8553654743390358,0.17973379998875316,1.8399994587525725e-05,289,1123,9 6 17 14 8 19 4 5 13 1 16 15 18 3 7 11 2 12 10 20,initial,random,10000,1000.0,0.01,0.995,random,swap
data.001,20,5,1286,1286,1529,1297,11,-0.8553654743390358,0.17890020000049844,1.8099992303177714e-05,288,1124,17 15 1 11 3 14 18 4 16 8 9 10 5 7 12 19 6 2 13 20,initial,random,10000,1000.0,0.01,0.995,random,swap
data.002,20,5,1365,1365,1522,1366,1,-0.07326007326007326,0.17808070000319276,1.7700003809295595e-05,267,2123,6 7 19 20 9 10 3 17 5 15 13 8 16 4 18 1 12 11 2 14,initial,random,10000,1000.0,0.01,0.995,random,swap
data.002,20,5,1365,1365,1519,1366,1,-0.07326007326007326,0.17790270000114106,1.7400001524947584e-05,278,2124,6 7 3 17 20 15 9 10 14 19 8 5 1 12 2 16 18 13 11 4,initial,random,10000,1000.0,0.01,0.995,random,swap
data.003,20,5,1159,1159,1402,1098,-61,5.2631578947368425,0.18121299998892937,1.8499995348975062e-05,274,3123,3 16 1 19 14 18 10 20 5 11 7 13 12 9 17 6 8 4 15 2,initial,random,10000,1000.0,0.01,0.995,random,swap
data.003,20,5,1159,1159,1498,1081,-78,6.729939603106126,0.18462179999914952,1.7400001524947584e-05,243,3124,3 4 16 11 1 20 18 19 14 7 13 5 10 12 9 17 8 6 15 2,initial,random,10000,1000.0,0.01,0.995,random,swap
data.004,20,5,1325,1325,1683,1308,-17,1.2830188679245282,0.1859077000117395,1.9099999917671084e-05,295,4123,13 17 9 11 16 7 14 20 19 15 10 1 5 2 12 4 8 3 18 6,initial,random,10000,1000.0,0.01,0.995,random,swap
data.004,20,5,1325,1325,1633,1309,-16,1.2075471698113207,0.1865065999882063,1.8799997633323073e-05,284,4124,13 16 11 19 17 9 7 10 5 1 4 20 15 2 12 8 14 18 3 6,initial,random,10000,1000.0,0.01,0.995,random,swap
data.005,20,5,1305,1305,1423,1248,-57,4.367816091954023,0.18706700000620913,1.960000372491777e-05,256,5123,12 3 5 19 17 10 16 9 2 4 13 6 15 7 11 18 14 1 20 8,initial,random,10000,1000.0,0.01,0.995,random,swap
data.005,20,5,1305,1305,1548,1250,-55,4.21455938697318,0.1882805999921402,1.920000067912042e-05,256,5124,3 5 13 9 19 17 12 4 10 2 15 1 16 6 11 18 14 7 8 20,initial,random,10000,1000.0,0.01,0.995,random,swap
data.001,20,5,1286,1286,1286,1286,0,0.0,0.1885240999981761,1.959998917300254e-05,284,1123,3 17 9 8 15 14 11 16 13 19 6 4 5 18 1 2 10 7 20 12,neighborhood,swap,10000,1000.0,0.01,0.995,neh,swap
data.001,20,5,1286,1286,1286,1286,0,0.0,0.18773489999875892,1.960000372491777e-05,290,1124,3 17 9 8 15 14 11 16 13 19 6 4 5 18 1 2 10 7 20 12,neighborhood,swap,10000,1000.0,0.01,0.995,neh,swap
data.002,20,5,1365,1365,1365,1365,0,0.0,0.19336150000162888,2.409999433439225e-05,253,2123,19 14 6 20 3 10 17 9 18 12 7 15 1 13 16 5 4 11 2 8,neighborhood,swap,10000,1000.0,0.01,0.995,neh,swap
data.002,20,5,1365,1365,1365,1365,0,0.0,0.18263769999612123,1.8799997633323073e-05,270,2124,19 14 6 20 3 10 17 9 18 12 7 15 1 13 16 5 4 11 2 8,neighborhood,swap,10000,1000.0,0.01,0.995,neh,swap
data.003,20,5,1159,1159,1159,1088,-71,6.125970664365832,0.18199830000230577,1.8099992303177714e-05,254,3123,3 4 16 14 19 20 1 7 18 12 10 5 13 6 11 17 9 8 15 2,neighborhood,swap,10000,1000.0,0.01,0.995,neh,swap
data.003,20,5,1159,1159,1159,1088,-71,6.125970664365832,0.1876510000001872,1.790000533219427e-05,267,3124,3 4 16 14 19 7 10 18 20 12 8 5 1 17 9 11 13 6 15 2,neighborhood,swap,10000,1000.0,0.01,0.995,neh,swap
data.004,20,5,1325,1325,1325,1309,-16,1.2075471698113207,0.18706499999098014,1.930000144056976e-05,283,4123,13 16 11 19 17 9 2 15 12 7 20 5 10 1 8 14 3 4 18 6,neighborhood,swap,10000,1000.0,0.01,0.995,neh,swap
data.004,20,5,1325,1325,1325,1300,-25,1.8867924528301887,0.18719380001130048,1.9400002202019095e-05,286,4124,13 17 9 11 7 16 19 1 20 15 2 12 10 4 5 8 6 14 3 18,neighborhood,swap,10000,1000.0,0.01,0.995,neh,swap
data.005,20,5,1305,1305,1305,1250,-55,4.21455938697318,0.18698179999773856,1.889999839477241e-05,284,5123,12 9 15 19 6 17 4 13 18 16 5 10 2 11 1 3 14 7 8 20,neighborhood,swap,10000,1000.0,0.01,0.995,neh,swap
data.005,20,5,1305,1305,1305,1243,-62,4.75095785440613,0.18790900000021793,1.7799990018829703e-05,247,5124,12 3 5 19 13 9 10 17 4 16 6 15 11 2 14 18 7 1 20 8,neighborhood,swap,10000,1000.0,0.01,0.995,neh,swap
data.001,20,5,1286,1286,1286,1278,-8,0.6220839813374806,0.2154584999952931,1.850000990089029e-05,301,1123,3 17 15 6 9 8 14 16 13 11 7 5 18 4 19 1 2 10 20 12,neighborhood,insert,10000,1000.0,0.01,0.995,neh,insert
data.001,20,5,1286,1286,1286,1286,0,0.0,0.2138929999928223,1.8499995348975062e-05,306,1124,3 17 9 8 15 14 11 16 13 19 6 4 5 18 1 2 10 7 20 12,neighborhood,insert,10000,1000.0,0.01,0.995,neh,insert
data.002,20,5,1365,1365,1365,1365,0,0.0,0.21843470000021625,1.720000000204891e-05,284,2123,19 14 6 20 3 10 17 9 18 12 7 15 1 13 16 5 4 11 2 8,neighborhood,insert,10000,1000.0,0.01,0.995,neh,insert
data.002,20,5,1365,1365,1365,1360,-5,0.3663003663003663,0.21624540000630077,1.819999306462705e-05,256,2124,6 19 10 7 18 15 9 12 13 11 16 5 17 1 3 20 8 2 14 4,neighborhood,insert,10000,1000.0,0.01,0.995,neh,insert
data.003,20,5,1159,1159,1159,1089,-70,6.039689387402934,0.217516999997315,1.820000761654228e-05,256,3123,3 4 19 14 13 16 18 20 1 12 5 10 7 11 17 6 9 8 15 2,neighborhood,insert,10000,1000.0,0.01,0.995,neh,insert
data.003,20,5,1159,1159,1159,1088,-71,6.125970664365832,0.21663570000964683,1.8999999156221747e-05,261,3124,3 4 16 14 19 20 10 18 12 13 7 5 1 11 17 6 9 8 15 2,neighborhood,insert,10000,1000.0,0.01,0.995,neh,insert
data.004,20,5,1325,1325,1325,1305,-20,1.509433962264151,0.2119198000000324,1.8399994587525725e-05,287,4123,13 17 9 11 2 16 19 20 15 1 7 6 5 4 10 12 8 14 3 18,neighborhood,insert,10000,1000.0,0.01,0.995,neh,insert
data.004,20,5,1325,1325,1325,1299,-26,1.9622641509433962,0.21316359999764245,1.8499995348975062e-05,291,4124,13 9 16 7 17 11 19 10 1 5 12 15 20 2 8 14 3 6 4 18,neighborhood,insert,10000,1000.0,0.01,0.995,neh,insert
data.005,20,5,1305,1305,1305,1244,-61,4.674329501915709,0.21446410000498872,1.8000006093643606e-05,289,5123,12 10 17 3 5 13 16 9 19 2 4 6 18 11 15 14 7 8 20 1,neighborhood,insert,10000,1000.0,0.01,0.995,neh,insert
data.005,20,5,1305,1305,1305,1258,-47,3.6015325670498086,0.21088009999948554,2.059999678749591e-05,297,5124,12 5 3 19 9 10 4 16 15 18 17 13 6 2 7 14 11 8 1 20,neighborhood,insert,10000,1000.0,0.01,0.995,neh,insert
